,start,stop,strand,gene_name,length,operon
b2954,3096681,3097274,+,rdgB,593,rdgB-yggW 
b2955,3097267,3098403,+,hemW,1136,rdgB-yggW 
b2956,3098558,3099565,-,yggM,1007,yggM
b2957,3099682,3100728,-,ansB,1046,ansB 
b2958,3100904,3101623,-,yggN,719,yggN 
b2959,3101807,3102133,-,yggL,326,trmB-yggL
b2960,3102133,3102852,-,trmB,719,trmB-yggL
b2961,3103013,3104065,+,mutY,1052,mutY-yggX-mltC 
b2962,3104093,3104368,+,yggX,275,mutY-yggX-mltC 
b2963,3104433,3105512,+,mltC,1079,mutY-yggX-mltC 
b2964,3105714,3106970,+,nupG,1256,yggX-mltC-nupG 
b2965,3107020,3109155,-,speC,2135,speC
b2966,3109553,3110260,+,yqgA,707,yqgA
b2967,3110366,3110441,+,pheV,75,pheV
b2968,3110590,3111126,-,yghD,536,yghED
b2969,3111128,3111988,-,yghE,860,yghED
b2970,3112054,3113049,-,yghF,995,yghF
b2971,3113067,3113477,-,yghG,410,yghG
b2972,3113543,3114352,-,pppA,809,pppA
b2975,3119597,3121279,-,glcA,1682,glcBA 
b2976,3121634,3123805,-,glcB,2171,glcBA 
b2977,3123827,3124231,-,glcG,404,glcDEFGBA
b2979,3126522,3128021,-,glcD,1499,glcDEFGBA
b2980,3128272,3129036,+,glcC,764,glcC
b2981,3129043,3130215,-,yghO,1172,yghO
b2982,3130214,3131194,+,insH9,980,insH-9
b2983,3131341,3132408,-,yghQ,1067,yghQ
b2984,3132454,3133212,-,yghR,758,yghSR
b2985,3133244,3133957,-,yghS,713,yghSR
b2986,3134131,3134823,+,yghT,692,yghT
b2987,3134872,3136371,-,pitB,1499,pitB
b2988,3136663,3138522,-,gss,1859,gss
b2989,3138727,3139593,+,yghU,866,yghU
b2990,3139716,3139964,-,hybG,248,hybOABCDEFG
b2991,3139977,3140318,-,hybF,341,hybOABCDEFG
b2992,3140311,3140799,-,hybE,488,hybOABCDEFG
b2993,3140792,3141286,-,hybD,494,hybOABCDEFG
b2994,3141286,3142989,-,hybC,1703,hybOABCDEFG
b2995,3142986,3144164,-,hybB,1178,hybOABCDEFG
b2996,3144154,3145140,-,hybA,986,hybOABCDEFG
b2997,3145143,3146261,-,hybO,1118,hybOABCDEFG
b2998,3146450,3146737,-,yghW,287,yghW
b3001,3147897,3148937,+,gpr,1040,yghZ
b3002,3148977,3149471,-,yqhA,494,yqhA
b3003,3149662,3150546,+,yghA,884,yghA
b3004,3150722,3150967,+,b3004,245,
b3005,3150818,3151243,-,exbD,425,exbD 
b3006,3151250,3151984,-,exbB,734,exbBD
b3007,3151977,3152132,-,b3007,155,
b3008,3152236,3153423,+,metC,1187,metC
b3009,3153563,3154222,+,yghB,659,yghB
b3010,3154262,3155218,-,yqhC,956,yqhC
b3011,3155355,3156518,+,yqhD,1163,yqhD-dkgA
b3012,3156623,3157450,+,dkgA,827,yqhD-dkgA 
b3013,3157650,3158576,+,yqhG,926,yqhG
b3014,3158627,3158884,+,yqhH,257,yqhH
b3017,3161257,3162669,-,ftsP,1412,ftsP
b3018,3162744,3163481,-,plsC,737,plsC
b3019,3163715,3165973,-,parC,2258,parC
b3020,3166111,3167718,-,ygiS,1607,ygiS
b3021,3167851,3168246,-,mqsA,395,mqsA 
b3022,3168248,3168544,-,mqsR,296,mqsRA 
b3023,3168749,3169231,-,ygiV,482,ygiV
b3024,3169284,3169676,-,ygiW,392,ygiW
b3025,3169828,3170487,+,qseB,659,qseBC 
b3026,3170484,3171833,+,qseC,1349,qseBC 
b3027,3171879,3172211,-,ygiZ,332,ygiZ
b3028,3172530,3173111,+,mdaB,581,mdaB
b3029,3173142,3173456,+,ygiN,314,ygiN
b3030,3173504,3175396,-,parE,1892,nudF-yqiB-cpdA-yqiA-parE
b3031,3175425,3176006,-,yqiA,581,nudF-yqiB-cpdA-yqiA-parE
b3032,3176006,3176833,-,cpdA,827,nudF-yqiB-cpdA-yqiA-parE
b3033,3176858,3177280,-,yqiB,422,nudF-yqiB-cpdA-yqiA-parE
b3034,3177281,3177910,-,nudF,629,nudF-yqiB-cpdA-yqiA-parE
b3035,3178115,3179596,+,tolC,1481,tolC-ygiBC 
b3036,3179596,3179856,+,ygiA,260,
b3037,3179744,3180415,+,ygiB,671,tolC-ygiBC 
b3038,3180421,3181581,+,ygiC,1160,tolC-ygiBC 
b3039,3181619,3182434,-,ygiD,815,ygiD
b3040,3182550,3183323,+,zupT,773,zupT
b3041,3183813,3184466,-,ribB,653,sroG-ribB
b3042,3184840,3185130,+,ubiK,290,ubiK
b3043,3185414,3185965,+,ygiL,551,ygiL
b3044,3186187,3186552,+,insC5,365,insC5CD5D5-yqiHIG
b3045,3186510,3187415,+,insD5,905,insC5CD5D5-yqiHIG
b3046,,,+,yqiG,0,insC5CD5D5-yqiHIG
b3047,3189881,3190630,+,yqiH,749,insC5CD5D5-yqiHIG
b3048,3190632,3191696,+,yqiI,1064,insC5CD5D5-yqiHIG
b3049,3191739,3191939,-,glgS,200,glgS 
b3050,3192208,3192837,+,yqiJ,629,yqiJK
b3051,3192864,3194525,+,yqiK,1661,yqiJK
b3052,3195320,3196753,-,hldE,1433,hldE
b3053,3196801,3199641,-,glnE,2840,ygiF-glnE
b3054,3199664,3200965,-,ygiF,1301,ygiF-glnE
b3055,3201207,3201827,+,ygiM,620,htrG-cca 
b3056,3201891,3203129,+,cca,1238,htrG-cca
b3057,3203310,3204131,-,bacA,821,bacA
b3058,3204221,3204589,-,folB,368,folB
b3059,3204694,3205311,+,plsY,617,ygiH
b3060,3205324,3206256,-,ttdR,932,ttdR
b3061,3206463,3207374,+,ttdA,911,ttdABT
b3062,3207371,3207976,+,ttdB,605,ttdABT
b3063,3208024,3209487,+,ttdT,1463,ttdABT
b3064,3209530,3210543,-,tsaD,1013,tsaD
b3065,3210781,3210996,+,rpsU,215,rpsU 
b3066,3211107,3212852,+,dnaG,1745,rpsU-dnaG-rpoD 
b3067,3213047,3214888,+,rpoD,1841,rpoD 
b3068,3214967,3215473,-,mug,506,mug
b3069,3215598,3215673,+,ileX,75,ileX
b3070,3215727,3216491,-,nfeF,764,nfeF
b3071,3216779,3217402,+,nfeR,623,yqjI
b3072,3217556,3219076,-,aer,1520,aer
b3073,3219494,3220873,+,patA,1379,patA 
b3074,3220915,3221247,-,ygjH,332,ygjH
b3075,3221466,3222449,+,ebgR,983,ebgR
b3076,3222633,3225725,+,ebgA,3092,ebgAC
b3077,3225722,3226171,+,ebgC,449,ebgAC
b3078,3226234,3227667,+,ygjI,1433,ygjI
b3079,3227801,3228871,+,ygjJ,1070,ygjJK
b3080,3228888,3231239,+,ygjK,2351,ygjJK
b3081,3231665,3233683,+,fadH,2018,fadH
b3082,3233728,3234144,-,higA,416,higBA
b3083,3234141,3234455,-,higB,314,higBA
b3084,3234739,3235875,-,rlmG,1136,rlmG
b3085,3235960,3236463,+,ygjP,503,ygjP
b3086,3236540,3237232,+,ygjQ,692,ygjQ
b3087,3237311,3238297,+,ygjR,986,ygjR
b3088,3238580,3239545,+,alx,965,alx
b3089,3239944,3241188,+,sstT,1244,sstT
b3090,3241193,3241744,-,ygjV,551,ygjV
b3091,3241827,3243314,-,uxaA,1487,uxaCA 
b3092,3243329,3244741,-,uxaC,1412,uxaCA 
b3093,3245224,3246522,+,exuT,1298,exuT 
b3094,3246652,3247428,+,exuR,776,exuR
b3095,3247773,3248435,+,yqjA,662,yqjA-mzrA 
b3096,3248439,3248822,+,mzrA,383,yqjA-mzrA 
b3097,3248969,3249337,+,yqjC,368,yqjCDEK
b3098,3249375,3249680,+,yqjD,305,yqjCDEK
b3099,3249683,3250087,+,yqjE,404,yqjCDEK
b3100,3250077,3250376,+,yqjK,299,yqjCDEK
b3101,3250562,3250954,+,yqjF,392,yqjF
b3102,3251024,3252010,+,yqjG,986,yqjG
b3103,3252304,3252669,+,yhaH,365,yhaH
b3104,3252911,3253267,+,yhaI,356,yhaI
b3105,3253318,3254214,-,yhaJ,896,yhaJ
b3106,3254319,3255020,+,yhaK,701,yhaKL
b3107,3255043,3255207,+,yhaL,164,yhaKL
b3110,3256679,3258010,-,cyuP,1331,cyuPA
b3113,3259721,3260110,-,tdcF,389,tdcBCDEFG 
b3114,3260124,3262418,-,tdcE,2294,tdcBCDEFG 
b3115,3262452,3263660,-,tdcD,1208,tdcBCDEFG 
b3116,3263686,3265017,-,tdcC,1331,tdcBCDEFG 
b3117,3265039,3266028,-,tdcB,989,tdcBCDEFG 
b3118,3266127,3267065,-,tdcA,938,tdcABCDEFG
b3119,3267380,3267598,+,tdcR,218,tdcR
b3120,3267854,3268393,+,yhaB,539,yhaBC
b3121,3268415,3269602,+,yhaC,1187,yhaBC
b3123,3270216,3270592,-,rnpB,376,rnpB 
b3124,3270625,3271770,-,garK,1145,garPLRK-rnpB
b3125,3271867,3272751,-,garR,884,garR 
b3126,3272787,3273557,-,garL,770,garPLRK-rnpB
b3127,3273573,3274907,-,garP,1334,garPLRK-rnpB
b3128,3275282,3276853,+,garD,1571,garD
b3129,3277002,3277337,+,prlF,335,sohA-yhaV
b3130,3277337,3277801,+,yhaV,464,sohA-yhaV
b3131,3277856,3278665,-,agaR,809,agaR
b3132,3278914,3280194,+,kbaZ,1280,kbaZ-agaVWA
b3133,3280217,3280690,+,agaV,473,kbaZ-agaVWA
b3134,3280701,3281102,+,agaW,401,kbaZ-agaVWA
b3135,3281122,3281625,+,agaA,503,kbaZ-agaVWA
b3136,3281976,3283130,+,agaS,1154,agaSYBCDI
b3137,3283143,3284003,+,kbaY,860,agaSYBCDI
b3138,3284170,3284646,+,agaB,476,agaSYBCDI
b3139,3284685,3285488,+,agaC,803,agaSYBCDI
b3140,3285478,3286269,+,agaD,791,agaSYBCDI
b3141,3286270,3287025,+,agaI,755,agaSYBCDI
b3142,3287426,3288010,+,yraH,584,yraH
b3143,3288090,3288785,+,yraI,695,yraIJK
b3144,3288814,3291330,+,yraJ,2516,yraIJK
b3145,3291341,3292432,+,yraK,1091,yraIJK
b3146,3292475,3293335,-,rsmI,860,yraL
b3147,3293400,3295436,+,lpoA,2036,yraM
b3148,3295394,3295789,+,yraN,395,yraN
b3149,3295809,3296399,+,diaA,590,diaA
b3150,3296409,3296984,+,dolP,575,yraP 
b3151,3297098,3298138,-,yraQ,1040,yraQ
b3152,3298211,3298846,-,yraR,635,yraR
b3153,3298974,3299492,+,yhbO,518,yhbO
b3154,3299472,3299915,-,yhbP,443,yhbP
b3155,3299966,3300268,+,yhbQ,302,yhbQ
b3156,3300255,3300758,-,yhbS,503,ubiT-yhbS 
b3157,3300752,3301276,-,ubiT,524,ubiT-yhbS 
b3158,3301485,3302480,+,ubiU,995,ubiUV
b3159,3302489,3303367,+,ubiV,878,ubiUV
b3160,3303448,3304455,+,yhbW,1007,yhbW
b3161,3304573,3305817,-,mtr,1244,mtr 
b3162,3305971,3307860,-,deaD,1889,yrbN-deaD 
b3163,3308040,3308924,-,nlpI,884,nlpI
b3164,3309033,3311168,-,pnp,2135,rpsO-pnp 
b3165,3311415,3311684,-,rpsO,269,rpsO 
b3166,3311833,3312777,-,truB,944,metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp 
b3167,3312777,3313178,-,rbfA,401,metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp 
b3168,3313342,3316014,-,infB,2672,nusA-infB 
b3169,3316039,3317526,-,nusA,1487,nusA-infB 
b3170,3317554,3318006,-,rimP,452,rimP-nusA-infB 
b3171,3318213,3318289,-,metY,76,metY 
b3172,3318637,3319980,+,argG,1343,argG
b3173,3319988,3321613,-,yhbX,1625,yhbX
b3174,3322072,3322158,-,leuU,86,secG-leuU 
b3175,3322173,3322505,-,secG,332,secG-leuU 
b3176,3322733,3324070,-,glmM,1337,folP-glmM
b3177,3324063,3324911,-,folP,848,folP-glmM
b3178,3325001,3326935,-,ftsH,1934,rlmE-ftsH 
b3179,3327035,3327664,-,rlmE,629,rlmE-ftsH 
b3180,3327790,3328083,+,yhbY,293,yhbY
b3181,3328239,3328715,-,greA,476,greA 
b3182,3328963,3330396,+,dacB,1433,dacB
b3183,3330582,3331754,-,obgE,1172,rplU-rpmA-yhbE-obgE 
b3184,3331770,3332735,-,yhbE,965,rplU-rpmA-yhbE-obgE 
b3185,3332862,3333119,-,rpmA,257,rplU-rpmA-yhbE-obgE 
b3186,3333140,3333451,-,rplU,311,rplU-rpmA-yhbE-obgE 
b3187,3333710,3334681,+,ispB,971,ispB
b3188,3334909,3335187,+,sfsB,278,sfsB
b3189,3335235,3336494,-,murA,1259,ibaG-murA 
b3190,3336549,3336803,-,ibaG,254,ibaG-murA 
b3191,3336963,3337256,-,mlaB,293,mlaFEDCB 
b3192,3337256,3337891,-,mlaC,635,mlaFEDCB 
b3193,3337910,3338461,-,mlaD,551,mlaFEDCB 
b3194,3338466,3339248,-,mlaE,782,mlaFEDCB 
b3195,3339256,3340065,-,mlaF,809,mlaFEDCB 
b3196,3340275,3341252,+,yrbG,977,yrbG-kdsDC-lptCAB 
b3197,3341266,3342252,+,kdsD,986,yrbG-kdsDC-lptCAB 
b3198,3342273,3342839,+,kdsC,566,kdsC-lptCAB 
b3199,3342836,3343411,+,lptC,575,kdsC-lptCAB 
b3200,3343380,3343937,+,lptA,557,lptAB 
b3201,3343944,3344669,+,lptB,725,lptAB 
b3202,3344717,3346150,+,rpoN,1433,lptB-rpoN-hpf-ptsN-yhbJ 
b3203,3346173,3346460,+,hpf,287,lptB-rpoN-hpf-ptsN-yhbJ 
b3204,3346578,3347069,+,ptsN,491,lptB-rpoN-hpf-ptsN-yhbJ 
b3205,3347115,3347969,+,rapZ,854,lptB-rpoN-hpf-ptsN-yhbJ 
b3206,3347966,3348238,+,npr,272,rpoN-hpf-ptsN-yhbJ-npr
b3207,3348452,3349084,+,yrbL,632,yrbL
b3208,3349081,3349809,-,mtgA,728,elbB-mtgA
b3209,3349806,3350459,-,elbB,653,elbB-mtgA
b3210,3350689,3353025,-,arcB,2336,arcB
b3211,3353121,3354050,-,yhcC,929,yhcC
b3212,3354725,3359185,+,gltB,4460,gltBDF 
b3213,3359198,3360616,+,gltD,1418,gltBDF 
b3214,3361176,3361940,+,gltF,764,gltBDF 
b3215,3362112,3362786,+,yhcA,674,yhcADE
b3216,3362807,3365188,+,yhcD,2381,yhcADE
b3218,3365702,3366682,-,insH10,980,insH-10
b3219,3366926,3367642,+,yhcF,716,yhcF
b3220,3367827,3368954,+,yhcG,1127,yhcG
b3221,3369014,3369478,-,yhcH,464,nanATEK-yhcH
b3222,3369475,3370350,-,nanK,875,nanATEK-yhcH
b3223,3370347,3371036,-,nanE,689,nanATEK-yhcH
b3224,3371084,3372574,-,nanT,1490,nanATEK-yhcH
b3225,3372683,3373576,-,nanA,893,nanA 
b3226,3373698,3374489,-,nanR,791,nanR
b3227,3374869,3376236,+,dcuD,1367,dcuD 
b3228,3376279,3376776,-,sspB,497,sspAB
b3229,3376782,3377420,-,sspA,638,sspAB
b3230,3377815,3378207,-,rpsI,392,rpsI 
b3231,3378223,3378651,-,rplM,428,rplM-rpsI
b3232,3378870,3379997,-,zapE,1127,zapE
b3233,3380191,3380589,+,yhcB,398,yhcB
b3234,3380743,3382110,+,degQ,1367,degQ 
b3235,3382200,3383267,+,degS,1067,degS 
b3236,3383330,3384268,-,mdh,938,mdh 
b3237,3384703,3385173,+,argR,470,argR 
b3238,3385538,3385801,+,yhcN,263,yhcN
b3239,3385857,3386129,-,yhcO,272,yhcO
b3240,3386221,3388188,-,aaeB,1967,aaeXAB
b3241,3388194,3389126,-,aaeA,932,aaeXAB
b3242,3389134,3389337,-,aaeX,203,aaeXAB
b3243,3389520,3390449,+,aaeR,929,aaeR
b3244,3390583,3392028,-,tldD,1445,tldD
b3247,3396326,3397795,-,rng,1469,
b3248,3397785,3398378,-,yhdE,593,
b3249,3398387,3398875,-,mreD,488,mreCD 
b3250,3398875,3399978,-,mreC,1103,mreCD 
b3251,3400044,3401087,-,mreB,1043,mreB 
b3252,3401392,3403332,-,csrD,1940,csrD
b3253,3403484,3404458,+,yhdH,974,yhdH
b3254,3404516,3404617,-,b3254,101,
b3255,3405436,3405906,+,accB,470,accBC 
b3256,3405917,3407266,+,accC,1349,accBC 
b3257,3407375,3407617,+,yhdT,242,yhdT-panF-prmA
b3258,3407607,3409058,+,panF,1451,yhdT-panF-prmA
b3259,3409070,3409951,+,prmA,881,yhdT-panF-prmA
b3260,3410280,3411245,+,dusB,965,dusB-fis
b3261,3411271,3411567,+,fis,296,dusB-fis
b3262,3411653,3412537,+,yhdJ,884,yhdJ
b3263,3412621,3412800,+,yhdU,179,yhdU
b3264,3412803,3413465,-,envR,662,envR
b3265,3413864,3415021,+,acrE,1157,acrEF
b3266,3415033,3418137,+,acrF,3104,acrEF
b3267,3418390,3418611,+,yhdV,221,yhdV
b3268,3419042,3420066,+,yhdW,1024,yhdWXYZ
b3269,3420134,3421315,+,yhdX,1181,yhdWXYZ
b3270,3421325,3422428,+,yhdY,1103,yhdWXYZ
b3271,3422436,3423194,+,yhdZ,758,yhdWXYZ
b3272,3423423,3423542,-,rrfF,119,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF 
b3273,3423580,3423655,-,thrV,75,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF 
b3274,3423668,3423787,-,rrfD,119,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF 
b3275,3423880,3426783,-,rrlD,2903,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF 
b3276,3426958,3427033,-,alaU,75,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF 
b3277,3427076,3427152,-,ileU,76,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF 
b3278,3427221,3428762,-,rrsD,1541,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF 
b3279,3429236,3429790,+,yrdA,554,yrdA
b3280,3429766,3430023,-,yrdB,257,yrdD-rimN-aroE-yrdB
b3281,3430020,3430838,-,aroE,818,yrdD-rimN-aroE-yrdB
b3282,3430843,3431415,-,tsaC,572,yrdD-rimN-aroE-yrdB
b3283,3431420,3431962,-,yrdD,542,yrdD-rimN-aroE-yrdB
b3284,3431991,3432464,-,smg,473,smg
b3287,3433690,3434199,+,def,509,def-fmt
b3288,3434214,3435161,+,fmt,947,def-fmt
b3289,3435207,3436496,+,rsmB,1289,rsmB
b3290,3436518,3437894,+,trkA,1376,trkA
b3291,3438024,3438434,+,mscL,410,mscL
b3292,3438705,3439130,-,zntR,425,yhdN-zntR
b3293,3439141,3439509,-,yhdN,368,yhdN-zntR
b3294,3439616,3439999,-,rplQ,383,rpsMKD-rpoA-rplQ 
b3295,3440040,3441029,-,rpoA,989,rpsMKD-rpoA-rplQ 
b3296,3441055,3441675,-,rpsD,620,rpsMKD-rpoA-rplQ 
b3297,3441709,3442098,-,rpsK,389,rpsMKD-rpoA-rplQ 
b3298,3442115,3442471,-,rpsM,356,rpsMKD-rpoA-rplQ 
b3299,3442618,3442734,-,rpmJ,116,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
b3300,3442766,3444097,-,secY,1331,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
b3301,3444105,3444539,-,rplO,434,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
b3302,3444543,3444722,-,rpmD,179,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
b3303,3444726,3445229,-,rpsE,503,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
b3304,3445244,3445597,-,rplR,353,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
b3305,3445607,3446140,-,rplF,533,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
b3306,3446153,3446545,-,rpsH,392,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
b3307,3446579,3446884,-,rpsN,305,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
b3308,3446899,3447438,-,rplE,539,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
b3309,3447453,3447767,-,rplX,314,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
b3310,3447778,3448149,-,rplN,371,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
b3311,3448314,3448568,-,rpsQ,254,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
b3312,3448568,3448759,-,rpmC,191,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
b3313,3448759,3449169,-,rplP,410,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
b3314,3449182,3449883,-,rpsC,701,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
b3315,3449901,3450233,-,rplV,332,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
b3316,3450248,3450526,-,rpsS,278,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
b3317,3450543,3451364,-,rplB,821,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
b3318,3451382,3451684,-,rplW,302,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
b3319,3451681,3452286,-,rplD,605,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
b3320,3452297,3452926,-,rplC,629,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
b3321,3452959,3453270,-,rpsJ,311,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
b3322,3453508,3453927,-,gspB,419,gspAB 
b3323,3453929,3455398,-,gspA,1469,gspAB 
b3324,3455578,3456393,+,gspC,815,gspCDEFGHIJKLMO 
b3325,3456377,3458329,+,gspD,1952,gspCDEFGHIJKLMO 
b3326,3458339,3459820,+,gspE,1481,gspCDEFGHIJKLMO 
b3327,3459817,3461013,+,gspF,1196,gspCDEFGHIJKLMO 
b3328,3461023,3461460,+,gspG,437,gspCDEFGHIJKLMO 
b3329,3461468,3461977,+,gspH,509,gspCDEFGHIJKLMO 
b3330,3461974,3462351,+,gspI,377,gspCDEFGHIJKLMO 
b3331,3462344,3462931,+,gspJ,587,gspCDEFGHIJKLMO 
b3332,3462924,3463907,+,gspK,983,gspCDEFGHIJKLMO 
b3333,3463922,3465085,+,gspL,1163,gspCDEFGHIJKLMO 
b3334,3465082,3465543,+,gspM,461,gspCDEFGHIJKLMO 
b3335,3465543,3466220,+,gspO,677,gspCDEFGHIJKLMO 
b3336,3466249,3466725,-,bfr,476,bfd-bfr
b3337,3466797,3466991,-,bfd,194,bfd-bfr
b3338,3467160,3469853,-,chiA,2693,chiA
b3339,3470145,3471329,-,tufA,1184,tufA 
b3340,3471400,3473514,-,fusA,2114,fusA-tufA 
b3341,3473542,3474081,-,rpsG,539,rpsLG-fusA-tufA
b3342,3474178,3474552,-,rpsL,374,rpsLG-fusA-tufA
b3343,3474678,3474965,-,tusB,287,yheO-tusDCB 
b3344,3474973,3475332,-,tusC,359,yheO-tusDCB 
b3345,3475332,3475718,-,tusD,386,yheO-tusDCB 
b3346,3475718,3476440,-,yheO,722,yheO-tusDCB 
b3347,3476607,3477419,-,fkpA,812,fkpA 
b3348,3477640,3477858,+,slyX,218,slyX
b3349,3477907,3478497,-,slyD,590,slyD
b3350,3478802,3480607,-,kefB,1805,kefGB-yheV
b3351,3480607,3481161,-,kefG,554,kefGB-yheV
b3352,3481289,3483202,+,yheS,1913,yheSTU
b3353,3483202,3484224,+,yheT,1022,yheSTU
b3354,3484218,3484436,+,yheU,218,yheSTU
b3355,3484490,3485359,+,prkB,869,prkB
b3356,3485414,3485818,-,yhfA,404,yhfA
b3357,3486120,3486752,+,crp,632,crp 
b3358,3486791,3488893,+,yhfK,2102,yhfK
b3359,3488960,3490180,-,argD,1220,argD
b3360,3490266,3490829,-,pabA,563,yhfG-fic-pabA 
b3361,3490861,3491463,-,fic,602,yhfG-fic-pabA
b3362,3491453,3491620,-,yhfG,167,yhfG-fic-pabA
b3363,3491725,3492297,-,ppiA,572,ppiA 
b3364,3492568,3493749,+,tsgA,1181,tsgA
b3365,3494011,3496554,+,nirB,2543,nirBDC-cysG
b3366,3496551,3496877,+,nirD,326,nirBDC-cysG
b3367,3497003,3497809,+,nirC,806,nirBDC-cysG
b3368,3497828,3499201,+,cysG,1373,cysG 
b3369,3499448,3499615,+,yhfL,167,yhfL
b3370,3499910,3501247,+,frlA,1337,frlABCDR
b3371,3501268,3502290,+,frlB,1022,frlABCDR
b3374,3503167,3503952,+,frlD,785,frlABCDR
b3375,3504052,3504783,+,frlR,731,frlR 
b3376,3504935,3506020,-,yhfS,1085,yhfXW-php-yhfUTS
b3377,3506032,3507336,-,yhfT,1304,yhfXW-php-yhfUTS
b3378,3507348,3507701,-,yhfU,353,yhfXW-php-yhfUTS
b3379,3507712,3508590,-,php,878,yhfXW-php-yhfUTS
b3380,3508587,3509813,-,yhfW,1226,yhfXW-php-yhfUTS
b3381,3509813,3510976,-,yhfX,1163,yhfXW-php-yhfUTS
b3382,3511060,3511422,-,yhfY,362,yhfZY
b3383,3511439,3512344,-,yhfZ,905,yhfZY
b3384,3512634,3513638,-,trpS,1004,trpS 
b3385,3513631,3514389,-,gph,758,rpe-gph-trpS 
b3386,3514382,3515059,-,rpe,677,rpe-gph-trpS 
b3387,3515077,3515913,-,dam,836,dam-rpe-gph-trpS 
b3388,3516020,3517306,-,damX,1286,damX-dam-rpe-gph-trpS 
b3389,3517398,3518486,-,aroB,1088,aroKB-damX-dam-rpe-gph-trpS 
b3390,3518543,3519064,-,aroK,521,aroKB-damX-dam-rpe-gph-trpS 
b3391,3519465,3520703,-,hofQ,1238,hofQ
b3392,3520615,3521019,-,hofP,404,hofMNOP
b3393,3521009,3521449,-,hofO,440,hofMNOP
b3394,3521433,3521972,-,hofN,539,hofMNOP
b3395,3521972,3522751,-,hofM,779,hofMNOP
b3396,3522871,3525423,+,mrcA,2552,mrcA
b3397,3525589,3526149,-,nudE,560,nudE
b3398,3526469,3528604,+,igaA,2135,igaA
b3399,3528669,3529337,+,yrfG,668,yrfG-hslR
b3400,3529348,3529749,+,hslR,401,hslR-hslO 
b3401,3529774,3530652,+,hslO,878,hslR-hslO 
b3402,3530715,3532439,-,yhgE,1724,yhgE
b3403,3532818,3534440,+,pck,1622,pck
b3404,3534516,3535868,-,envZ,1352,ompR-envZ 
b3405,3535865,3536584,-,ompR,719,ompR-envZ 
b3406,3536812,3537288,+,greB,476,greB
b3407,3537385,3539706,+,yhgF,2321,yhgF
b3408,3540163,3540390,+,feoA,227,feoABC
b3409,3540407,3542728,+,feoB,2321,feoABC
b3410,3542728,3542964,+,feoC,236,feoABC
b3411,3543167,3544045,+,rpnA,878,rpnA
b3412,3544074,3544844,-,bioH,770,bioH
b3413,3544882,3545565,+,yhgH,683,gntXY
b3414,3545624,3546199,+,nfuA,575,nfuA 
b3415,3546559,3547875,+,gntT,1316,gntT 
b3416,3547986,3550070,-,malQ,2084,malQ 
b3417,3550080,3552473,-,malP,2393,malPQ
b3418,3553085,3555790,+,malT,2705,malT
b3421,3556853,3558079,-,rtcB,1226,rtcBA
b3422,3558268,3559866,+,rtcR,1598,rtcR
b3423,3559848,3560605,-,glpR,757,glpR 
b3424,3560622,3561452,-,glpG,830,glpGR 
b3425,3561497,3561823,-,glpE,326,glpEGR
b3426,3562013,3563518,+,glpD,1505,glpD
b3427,3563724,3564005,-,yzgL,281,yzgL
