regulator,gene_id,gene_name,effect,source
nsrR,STM3129,STM3129,-,RegulonDB
nsrR,STM1609,STM1609,-,RegulonDB
nsrR,STM1608,STM1608,-,RegulonDB
nsrR,STM1433,STM1433,-,RegulonDB
nsrR,STM1432,STM1432,-,RegulonDB
nsrR,STM1431,STM1431,-,RegulonDB
nsrR,STM1374,STM1374,-,RegulonDB
nsrR,STM1373,STM1373,-,RegulonDB
nsrR,STM1372,STM1372,-,RegulonDB
nsrR,STM1371,STM1371,-,RegulonDB
nsrR,STM1370,STM1370,-,RegulonDB
nsrR,STM1369,STM1369,-,RegulonDB
nsrR,STM1339,STM1339,-,RegulonDB
nsrR,STM1338,STM1338,-,RegulonDB
nsrR,STM1337,STM1337,-,RegulonDB
nsrR,STM1336,STM1336,-,RegulonDB
nsrR,STM1335,STM1335,-,RegulonDB
nsrR,STM1334,STM1334,-,RegulonDB
nsrR,STM1333,STM1333,-,RegulonDB
nsrR,STM1288,STM1288,-,RegulonDB
nsrR,STM1272,STM1272,-,RegulonDB
nsrR,STM1271,STM1271,-,RegulonDB
nsrR,STM1954,STM1954,-,RegulonDB
nsrR,STM1955,STM1955,-,RegulonDB
nsrR,STM1956,STM1956,-,RegulonDB
nsrR,STM2183,STM2183,-,RegulonDB
nsrR,STM3800,STM3800,-,RegulonDB
nsrR,STM2556,STM2556,-,RegulonDB
nsrR,STM2568,STM2568,-,RegulonDB
nsrR,STM2569,STM2569,-,RegulonDB
nsrR,STM2685,STM2685,-,RegulonDB
nsrR,STM2839,STM2839,-,RegulonDB
nsrR,STM2845,STM2845,-,RegulonDB
nsrR,STM2846,STM2846,-,RegulonDB
nsrR,STM2847,STM2847,-,RegulonDB
nsrR,STM2848,STM2848,-,RegulonDB
nsrR,STM2849,STM2849,-,RegulonDB
nsrR,STM2850,STM2850,-,RegulonDB
nsrR,STM2851,STM2851,-,RegulonDB
nsrR,STM2852,STM2852,-,RegulonDB
nsrR,STM2853,STM2853,-,RegulonDB
nsrR,STM2854,STM2854,-,RegulonDB
nsrR,STM2855,STM2855,-,RegulonDB
nsrR,STM2856,STM2856,-,RegulonDB
nsrR,STM2857,STM2857,-,RegulonDB
nsrR,STM2858,STM2858,-,RegulonDB
nsrR,STM2859,STM2859,-,RegulonDB
nsrR,STM2860,STM2860,-,RegulonDB
nsrR,STM3473,STM3473,-,RegulonDB
nsrR,STM3707,STM3707,-,RegulonDB
nsrR,STM3918,STM3918,-,RegulonDB
nsrR,STM3919,STM3919,-,RegulonDB
nsrR,STM3920,STM3920,-,RegulonDB
nsrR,STM3921,STM3921,-,RegulonDB
nsrR,STM3922,STM3922,-,RegulonDB
nsrR,STM3924,STM3924,-,RegulonDB
nsrR,STM3925,STM3925,-,RegulonDB
nsrR,STM3926,STM3926,-,RegulonDB
nsrR,STM3928,STM3928,-,RegulonDB
nsrR,STM3929,STM3929,-,RegulonDB
nsrR,STM4277,STM4277,-,RegulonDB
nsrR,STM4278,STM4278,-,RegulonDB
nsrR,STM4279,STM4279,-,RegulonDB
nsrR,STM4280,STM4280,-,RegulonDB
nsrR,STM4282,STM4282,-,RegulonDB
nsrR,STM4399,STM4399,-,RegulonDB
nsrR,STM1675,STM1675,-,RegulonDB
nsrR,STM3927,STM3927,-,RegulonDB
ntrC,STM0462,STM0462,+,RegulonDB
ntrC,STM0463,STM0463,+,RegulonDB
ntrC,STM0828,STM0828,+-,RegulonDB
ntrC,STM0829,STM0829,+-,RegulonDB
ntrC,STM0830,STM0830,+-,RegulonDB
ntrC,STM0877,STM0877,+,RegulonDB
ntrC,STM0878,STM0878,+,RegulonDB
ntrC,STM0879,STM0879,+,RegulonDB
ntrC,STM0880,STM0880,+,RegulonDB
ntrC,STM1098,STM1098,+,RegulonDB
ntrC,STM1599,STM1599,+,RegulonDB
ntrC,STM1307,STM1307,+,RegulonDB
ntrC,STM1306,STM1306,+,RegulonDB
ntrC,STM1305,STM1305,+,RegulonDB
ntrC,STM1304,STM1304,+,RegulonDB
ntrC,STM1303,STM1303,+,RegulonDB
ntrC,STM1302,STM1302,?,RegulonDB
ntrC,STM1288,STM1288,?,RegulonDB
ntrC,STM1286,STM1286,?,RegulonDB
ntrC,STM1285,STM1285,+,RegulonDB
ntrC,STM1284,STM1284,+,RegulonDB
ntrC,STM0692,STM0692,+,RegulonDB
ntrC,STM2351,STM2351,+,RegulonDB
ntrC,STM2352,STM2352,+,RegulonDB
ntrC,STM2353,STM2353,+,RegulonDB
ntrC,STM2354,STM2354,+,RegulonDB
ntrC,STM2355,STM2355,+,RegulonDB
ntrC,STM2637,STM2637,+,RegulonDB
ntrC,STM2638,STM2638,+,RegulonDB
ntrC,STM2639,STM2639,+,RegulonDB
ntrC,STM2640,STM2640,+,RegulonDB
ntrC,STM2956,STM2956,+,RegulonDB
ntrC,STM3218,STM3218,+,RegulonDB
ntrC,STM4005,STM4005,+-,RegulonDB
ntrC,STM4006,STM4006,+-,RegulonDB
ntrC,STM4007,STM4007,+-,RegulonDB
ntrC,STM4244,STM4244,?,RegulonDB
ompR,STM0446,STM0446,-,RegulonDB
ompR,STM1139,STM1139,+,RegulonDB
ompR,STM1140,STM1140,+,RegulonDB
ompR,STM1141,STM1141,+,RegulonDB
ompR,STM1142,STM1142,+,RegulonDB
ompR,STM1565,STM1565,-,RegulonDB
ompR,STM1452,STM1452,+,RegulonDB
ompR,STM1924,STM1924,-,RegulonDB
ompR,STM1925,STM1925,-,RegulonDB
ompR,STM2267,STM2267,+,RegulonDB
ompR,STM2391,STM2391,-,RegulonDB
ompR,STM4336,STM4336,-,RegulonDB
oxyR,STM0141,STM0141,-,RegulonDB
oxyR,STM0489,STM0489,+,RegulonDB
oxyR,STM0607,STM0607,+-,RegulonDB
oxyR,STM0608,STM0608,+,RegulonDB
oxyR,STM0609,STM0609,+,RegulonDB
oxyR,STM0693,STM0693,+-,RegulonDB
oxyR,STM0831,STM0831,+,RegulonDB
oxyR,STM0871,STM0871,-,RegulonDB
oxyR,STM0872,STM0872,+,RegulonDB
oxyR,STM0873,STM0873,-,RegulonDB
oxyR,STM0874,STM0874,-,RegulonDB
oxyR,STM0875,STM0875,-,RegulonDB
oxyR,STM0876,STM0876,-,RegulonDB
oxyR,STM0935,STM0935,+,RegulonDB
oxyR,STM0936,STM0936,+,RegulonDB
oxyR,STM0937,STM0937,+,RegulonDB
oxyR,STM0944,STM0944,+-,RegulonDB
oxyR,STM1784,STM1784,-,RegulonDB
oxyR,STM1374,STM1374,+,RegulonDB
oxyR,STM1373,STM1373,+,RegulonDB
oxyR,STM1372,STM1372,+,RegulonDB
oxyR,STM1371,STM1371,+,RegulonDB
oxyR,STM1370,STM1370,+,RegulonDB
oxyR,STM1369,STM1369,+,RegulonDB
oxyR,STM1890,STM1890,+,RegulonDB
oxyR,STM1891,STM1891,+,RegulonDB
oxyR,STM1892,STM1892,+,RegulonDB
oxyR,STM1893,STM1893,+,RegulonDB
oxyR,STM1263,STM1263,+,RegulonDB
oxyR,STM2408,STM2408,+,RegulonDB
oxyR,STM2649,STM2649,+,RegulonDB
oxyR,STM3597,STM3597,+,RegulonDB
oxyR,STM3820,STM3820,+-,RegulonDB
oxyR,STM3606,STM3606,+-,RegulonDB
oxyR,STM3964,STM3964,+,RegulonDB
oxyR,STM3965,STM3965,+,RegulonDB
oxyR,STM4055,STM4055,+-,RegulonDB
oxyR,STM4106,STM4106,+,RegulonDB
oxyR,STM4125,STM4125,+-,RegulonDB
oxyR,STM4265,STM4265,+-,RegulonDB
oxyR,STM4266,STM4266,+-,RegulonDB
oxyR,STM3135,STM3135,-,RegulonDB
oxyR,STM3136,STM3136,-,RegulonDB
oxyR,STM4550,STM4550,+-,RegulonDB
oxyR,STM4552,STM4552,+,RegulonDB
pdhR,STM0119,STM0119,-,RegulonDB
pdhR,STM0120,STM0120,-,RegulonDB
pdhR,STM0121,STM0121,-,RegulonDB
pdhR,STM0122,STM0122,-,RegulonDB
pdhR,STM0123,STM0123,-,RegulonDB
pdhR,STM0124,STM0124,-,RegulonDB
pdhR,STM0125,STM0125,-,RegulonDB
pdhR,STM0126,STM0126,-,RegulonDB
pdhR,STM0127,STM0127,-,RegulonDB
pdhR,STM0128,STM0128,-,RegulonDB
pdhR,STM0129,STM0129,-,RegulonDB
pdhR,STM0130,STM0130,-,RegulonDB
pdhR,STM0131,STM0131,-,RegulonDB
pdhR,STM0132,STM0132,-,RegulonDB
pdhR,STM0133,STM0133,-,RegulonDB
pdhR,STM0134,STM0134,-,RegulonDB
pdhR,STM0151,STM0151,-,RegulonDB
pdhR,STM0152,STM0152,-,RegulonDB
pdhR,STM0153,STM0153,-,RegulonDB
pdhR,STM0154,STM0154,-,RegulonDB
pdhR,STM0202,STM0202,-,RegulonDB
pdhR,STM0439,STM0439,-,RegulonDB
pdhR,STM0440,STM0440,-,RegulonDB
pdhR,STM0441,STM0441,-,RegulonDB
pdhR,STM0442,STM0442,-,RegulonDB
pdhR,STM0443,STM0443,-,RegulonDB
pdhR,STM0473,STM0473,-,RegulonDB
pdhR,STM0474,STM0474,-,RegulonDB
pdhR,STM1211,STM1211,-,RegulonDB
pdhR,STM2646,STM2646,-,RegulonDB
pepA,STM0066,STM0066,-,RegulonDB
pepA,STM0067,STM0067,-,RegulonDB
pepA,STM4477,STM4477,-,RegulonDB
pgrR,STM1685,STM1685,-,RegulonDB
pgrR,STM1684,STM1684,-,RegulonDB
pgrR,STM1683,STM1683,-,RegulonDB
pgrR,STM1681,STM1681,-,RegulonDB
pgrR,STM1680,STM1680,-,RegulonDB
phe-tRNA,STM1338,STM1338,-,RegulonDB
phe-tRNA,STM1337,STM1337,-,RegulonDB
phoB,STM0118,STM0118,-,RegulonDB
phoB,STM0320,STM0320,+,RegulonDB
phoB,STM0367,STM0367,-,RegulonDB
phoB,STM0384,STM0384,+,RegulonDB
phoB,STM0395,STM0395,-,RegulonDB
phoB,STM0396,STM0396,-,RegulonDB
phoB,STM0397,STM0397,+,RegulonDB
phoB,STM0398,STM0398,+,RegulonDB
phoB,STM0350,STM0350,+,RegulonDB
phoB,STM1230,STM1230,+,RegulonDB
phoB,STM1510,STM1510,+,RegulonDB
phoB,STM1286,STM1286,+,RegulonDB
phoB,STM1884,STM1884,-,RegulonDB
phoB,STM1097,STM1097,+,RegulonDB
phoB,STM2009,STM2009,+,RegulonDB
phoB,STM2119,STM2119,+,RegulonDB
phoB,STM2474,STM2474,+,RegulonDB
phoB,STM3064,STM3064,+,RegulonDB
phoB,STM3553,STM3553,+-,RegulonDB
phoB,STM3554,STM3554,+-,RegulonDB
phoB,STM3555,STM3555,+-,RegulonDB
phoB,STM3556,STM3556,+-,RegulonDB
phoB,STM3557,STM3557,+-,RegulonDB
phoB,STM3607,STM3607,+,RegulonDB
phoB,STM3707,STM3707,+,RegulonDB
phoB,STM3853,STM3853,+,RegulonDB
phoB,STM3854,STM3854,+,RegulonDB
phoB,STM3855,STM3855,+,RegulonDB
phoB,STM3856,STM3856,+,RegulonDB
phoB,STM3857,STM3857,+,RegulonDB
phoB,STM4226,STM4226,+,RegulonDB
phoB,STM4287,STM4287,+,RegulonDB
phoB,STM4294,STM4294,+,RegulonDB
phoP,STM0202,STM0202,+,RegulonDB
phoP,STM0475,STM0475,-,RegulonDB
phoP,STM0476,STM0476,-,RegulonDB
phoP,STM2395,STM2395,+,RegulonDB
phoP,STM0628,STM0628,+,RegulonDB
phoP,STM0683,STM0683,+,RegulonDB
phoP,STM0865,STM0865,+,RegulonDB
phoP,STM1098,STM1098,+,RegulonDB
phoP,STM1230,STM1230,+-,RegulonDB
phoP,STM1231,STM1231,+-,RegulonDB
phoP,STM1110,STM1110,+,RegulonDB
phoP,STM1713,STM1713,+,RegulonDB
phoP,STM1475,STM1475,+,RegulonDB
phoP,STM1471,STM1471,+,RegulonDB
phoP,STM1445,STM1445,+-,RegulonDB
phoP,STM1840,STM1840,+,RegulonDB
phoP,STM2391,STM2391,+,RegulonDB
phoP,STM3186,STM3186,+,RegulonDB
phoP,STM3187,STM3187,+,RegulonDB
phoP,STM3188,STM3188,+,RegulonDB
phoP,STM3325,STM3325,+,RegulonDB
phoP,STM3468,STM3468,-,RegulonDB
phoP,STM3534,STM3534,+,RegulonDB
phoP,STM3535,STM3535,+,RegulonDB
phoP,STM3536,STM3536,+,RegulonDB
phoP,STM3537,STM3537,+,RegulonDB
phoP,STM3538,STM3538,+,RegulonDB
phoP,STM1562,STM1562,+,RegulonDB
phoP,STM3664,STM3664,+,RegulonDB
phoP,STM4100,STM4100,+,RegulonDB
phoP,STM4101,STM4101,+,RegulonDB
phoP,STM4175,STM4175,+,RegulonDB
phoP,STM4176,STM4176,+,RegulonDB
phoP,STM4455,STM4455,-,RegulonDB
phoP,STM4456,STM4456,+,RegulonDB
prpR,STM0367,STM0367,-,RegulonDB
prpR,STM0368,STM0368,+,RegulonDB
prpR,STM0369,STM0369,+,RegulonDB
prpR,STM0370,STM0370,+,RegulonDB
prpR,STM0371,STM0371,+,RegulonDB
pspF,STM1691,STM1691,-,RegulonDB
pspF,STM1690,STM1690,+,RegulonDB
pspF,STM1689,STM1689,+,RegulonDB
pspF,STM1688,STM1688,+,RegulonDB
pspF,STM1687,STM1687,+,RegulonDB
pspF,STM1686,STM1686,+,RegulonDB
pspF,STM4244,STM4244,+,RegulonDB
purR,STM0066,STM0066,+-,RegulonDB
purR,STM0067,STM0067,+-,RegulonDB
purR,STM3333,STM3333,+-,RegulonDB
purR,STM3334,STM3334,+-,RegulonDB
purR,STM0533,STM0533,+-,RegulonDB
purR,STM0534,STM0534,+-,RegulonDB
purR,STM1058,STM1058,+-,RegulonDB
purR,STM1163,STM1163,-,RegulonDB
purR,STM1232,STM1232,+-,RegulonDB
purR,STM1233,STM1233,-,RegulonDB
purR,STM1780,STM1780,-,RegulonDB
purR,STM1430,STM1430,-,RegulonDB
purR,STM1883,STM1883,-,RegulonDB
purR,STM2356,STM2356,-,RegulonDB
purR,STM2362,STM2362,+-,RegulonDB
purR,STM2363,STM2363,+-,RegulonDB
purR,STM2487,STM2487,+-,RegulonDB
purR,STM2499,STM2499,+-,RegulonDB
purR,STM2500,STM2500,+-,RegulonDB
purR,STM2510,STM2510,-,RegulonDB
purR,STM2511,STM2511,+-,RegulonDB
purR,STM2555,STM2555,-,RegulonDB
purR,STM2561,STM2561,-,RegulonDB
purR,STM2565,STM2565,+-,RegulonDB
purR,STM3053,STM3053,-,RegulonDB
purR,STM3054,STM3054,-,RegulonDB
purR,STM3055,STM3055,-,RegulonDB
purR,STM3078,STM3078,-,RegulonDB
purR,STM3086,STM3086,-,RegulonDB
purR,STM3747,STM3747,+-,RegulonDB
purR,STM4175,STM4175,-,RegulonDB
purR,STM4176,STM4176,-,RegulonDB
purR,STM4366,STM4366,-,RegulonDB
purR,STM4459,STM4459,+-,RegulonDB
purR,STM4460,STM4460,+-,RegulonDB
putA,STM1124,STM1124,-,RegulonDB
putA,STM1125,STM1125,-,RegulonDB
puuR,STM3128,STM3128,-,RegulonDB
qseB,STM1924,STM1924,+,RegulonDB
qseB,STM1925,STM1925,+,RegulonDB
qseB,STM3177,STM3177,+,RegulonDB
qseB,STM3178,STM3178,+,RegulonDB
rbsR,STM1463,STM1463,+,RegulonDB
rbsR,STM3881,STM3881,-,RegulonDB
rbsR,STM3882,STM3882,-,RegulonDB
rbsR,STM3883,STM3883,-,RegulonDB
rbsR,STM3884,STM3884,-,RegulonDB
rbsR,STM3885,STM3885,-,RegulonDB
rbsR,STM3886,STM3886,-,RegulonDB
rbsR,STM4175,STM4175,-,RegulonDB
rbsR,STM4176,STM4176,-,RegulonDB
rcdA,STM1071,STM1071,-,RegulonDB
rcdA,STM1139,STM1139,+,RegulonDB
rcdA,STM1140,STM1140,+,RegulonDB
rcdA,STM1141,STM1141,+,RegulonDB
rcdA,STM1142,STM1142,+,RegulonDB
rcdA,STM1515,STM1515,+,RegulonDB
rclR,STM0566,STM0566,+,RegulonDB
rclR,STM0565,STM0565,+,RegulonDB
rclR,STM0564,STM0564,+,RegulonDB
rcnR,STM3023,STM3023,-,RegulonDB
rcnR,STM3024,STM3024,-,RegulonDB
rcnR,STM2148,STM2148,-,RegulonDB
rcsA;rcsB,STM1139,STM1139,-,RegulonDB
rcsA;rcsB,STM1140,STM1140,-,RegulonDB
rcsA;rcsB,STM1141,STM1141,-,RegulonDB
rcsA;rcsB,STM1142,STM1142,-,RegulonDB
rcsA;rcsB,STM1924,STM1924,-,RegulonDB
rcsA;rcsB,STM1925,STM1925,-,RegulonDB
rcsA;rcsB,STM1982,STM1982,+,RegulonDB
rcsA;rcsB,STM2114,STM2114,+,RegulonDB
rcsA;rcsB,STM2115,STM2115,+,RegulonDB
rcsA;rcsB,STM2116,STM2116,+,RegulonDB
rcsA;rcsB,STM2117,STM2117,+,RegulonDB
rcsA;rcsB,STM2118,STM2118,+,RegulonDB
rcsA;rcsB,STM4222,STM4222,+,RegulonDB
rcsA;rcsB,STM4223,STM4223,+,RegulonDB
rcsA;rcsB,STM4224,STM4224,+,RegulonDB
rcsA;rcsB,STM4225,STM4225,+,RegulonDB
rcsB,STM0132,STM0132,+,RegulonDB
rcsB,STM0133,STM0133,+,RegulonDB
rcsB,STM0961,STM0961,+,RegulonDB
rcsB,STM0962,STM0962,+,RegulonDB
rcsB,STM1705,STM1705,+,RegulonDB
rcsB,STM1565,STM1565,+,RegulonDB
rcsB,STM1564,STM1564,+,RegulonDB
rcsB,STM1563,STM1563,+,RegulonDB
rcsB,STM2637,STM2637,+,RegulonDB
rcsB,STM2638,STM2638,+,RegulonDB
rcsB,STM2639,STM2639,+,RegulonDB
rcsB,STM2640,STM2640,+,RegulonDB
rcsB,STM1562,STM1562,+,RegulonDB
rcsB;bglJ,STM0115,STM0115,+,RegulonDB
rcsB;bglJ,STM3306,STM3306,+,RegulonDB
relB,STM4450,STM4450,-,RegulonDB
relB,STM4449,STM4449,-,RegulonDB
relB;relE,STM4450,STM4450,-,RegulonDB
relB;relE,STM4449,STM4449,-,RegulonDB
rhaR,STM4048,STM4048,+,RegulonDB
rhaR,STM4049,STM4049,+,RegulonDB
rhaS,STM4045,STM4045,+,RegulonDB
rhaS,STM4046,STM4046,+,RegulonDB
rhaS,STM4047,STM4047,+,RegulonDB
rhaS,STM4048,STM4048,+,RegulonDB
rhaS,STM4049,STM4049,+,RegulonDB
rhaS,STM4050,STM4050,+,RegulonDB
rob,STM0475,STM0475,+,RegulonDB
rob,STM0476,STM0476,+,RegulonDB
rob,STM0578,STM0578,+,RegulonDB
rob,STM0780,STM0780,+,RegulonDB
rob,STM0837,STM0837,+,RegulonDB
rob,STM0873,STM0873,+,RegulonDB
rob,STM0874,STM0874,+,RegulonDB
rob,STM0875,STM0875,+,RegulonDB
rob,STM0876,STM0876,+,RegulonDB
rob,STM1712,STM1712,+,RegulonDB
rob,STM1520,STM1520,+,RegulonDB
rob,STM1519,STM1519,+,RegulonDB
rob,STM1518,STM1518,+,RegulonDB
rob,STM1469,STM1469,+,RegulonDB
rob,STM1886,STM1886,+,RegulonDB
rob,STM2203,STM2203,+,RegulonDB
rob,STM2567,STM2567,+,RegulonDB
rob,STM3186,STM3186,+,RegulonDB
rob,STM3187,STM3187,+,RegulonDB
rob,STM3188,STM3188,+,RegulonDB
rob,STM3966,STM3966,+,RegulonDB
rob,STM4055,STM4055,+,RegulonDB
rob,STM4586,STM4586,-,RegulonDB
rpoD,STM0002,STM0002,+,RegulonDB
rpoD,STM0003,STM0003,+,RegulonDB
rpoD,STM0004,STM0004,+,RegulonDB
rpoD,STM0039,STM0039,+,RegulonDB
rpoD,STM0040,STM0040,+,RegulonDB
rpoD,STM0045,STM0045,+,RegulonDB
rpoD,STM0046,STM0046,+,RegulonDB
rpoD,STM0047,STM0047,+,RegulonDB
rpoD,STM0048,STM0048,+,RegulonDB
rpoD,STM0049,STM0049,+,RegulonDB
rpoD,STM0064,STM0064,+,RegulonDB
rpoD,STM0066,STM0066,+,RegulonDB
rpoD,STM0067,STM0067,+,RegulonDB
rpoD,STM0068,STM0068,+,RegulonDB
rpoD,STM0069,STM0069,+,RegulonDB
rpoD,STM0070,STM0070,+,RegulonDB
rpoD,STM0071,STM0071,+,RegulonDB
rpoD,STM0072,STM0072,+,RegulonDB
rpoD,STM0073,STM0073,+,RegulonDB
rpoD,STM0074,STM0074,+,RegulonDB
rpoD,STM0075,STM0075,+,RegulonDB
rpoD,STM0076,STM0076,+,RegulonDB
rpoD,STM0077,STM0077,+,RegulonDB
rpoD,STM0078,STM0078,+,RegulonDB
rpoD,STM0087,STM0087,+,RegulonDB
rpoD,STM0093,STM0093,+,RegulonDB
rpoD,STM0095,STM0095,+,RegulonDB
rpoD,STM0096,STM0096,+,RegulonDB
rpoD,STM0097,STM0097,+,RegulonDB
rpoD,STM0101,STM0101,+,RegulonDB
rpoD,STM0102,STM0102,+,RegulonDB
rpoD,STM0103,STM0103,+,RegulonDB
rpoD,STM0104,STM0104,+,RegulonDB
rpoD,STM0106,STM0106,+,RegulonDB
rpoD,STM0107,STM0107,+,RegulonDB
rpoD,STM0108,STM0108,+,RegulonDB
rpoD,STM0109,STM0109,+,RegulonDB
rpoD,STM0110,STM0110,+,RegulonDB
rpoD,STM0111,STM0111,+,RegulonDB
rpoD,STM0112,STM0112,+,RegulonDB
rpoD,STM0113,STM0113,+,RegulonDB
rpoD,STM0114,STM0114,+,RegulonDB
rpoD,STM0115,STM0115,+,RegulonDB
rpoD,STM0116,STM0116,+,RegulonDB
rpoD,STM0117,STM0117,+,RegulonDB
rpoD,STM0119,STM0119,+,RegulonDB
rpoD,STM0120,STM0120,+,RegulonDB
rpoD,STM0121,STM0121,+,RegulonDB
rpoD,STM0122,STM0122,+,RegulonDB
rpoD,STM0123,STM0123,+,RegulonDB
rpoD,STM0124,STM0124,+,RegulonDB
rpoD,STM0125,STM0125,+,RegulonDB
rpoD,STM0126,STM0126,+,RegulonDB
rpoD,STM0127,STM0127,+,RegulonDB
rpoD,STM0128,STM0128,+,RegulonDB
rpoD,STM0129,STM0129,+,RegulonDB
rpoD,STM0130,STM0130,+,RegulonDB
rpoD,STM0131,STM0131,+,RegulonDB
rpoD,STM0132,STM0132,+,RegulonDB
rpoD,STM0133,STM0133,+,RegulonDB
rpoD,STM0134,STM0134,+,RegulonDB
rpoD,STM0142,STM0142,+,RegulonDB
rpoD,STM0143,STM0143,+,RegulonDB
rpoD,STM0144,STM0144,+,RegulonDB
rpoD,STM0150,STM0150,+,RegulonDB
rpoD,STM0151,STM0151,+,RegulonDB
rpoD,STM0152,STM0152,+,RegulonDB
rpoD,STM0153,STM0153,+,RegulonDB
rpoD,STM0154,STM0154,+,RegulonDB
rpoD,STM0158,STM0158,+,RegulonDB
rpoD,STM0165,STM0165,+,RegulonDB
rpoD,STM0166,STM0166,+,RegulonDB
rpoD,STM0167,STM0167,+,RegulonDB
rpoD,STM0169,STM0169,+,RegulonDB
rpoD,STM0170,STM0170,+,RegulonDB
rpoD,STM0171,STM0171,+,RegulonDB
rpoD,STM0180,STM0180,+,RegulonDB
rpoD,STM0181,STM0181,+,RegulonDB
rpoD,STM0182,STM0182,+,RegulonDB
rpoD,STM0339,STM0339,+,RegulonDB
rpoD,STM0183,STM0183,+,RegulonDB
rpoD,STM0184,STM0184,+,RegulonDB
rpoD,STM0185,STM0185,+,RegulonDB
rpoD,STM0186,STM0186,+,RegulonDB
rpoD,STM0187,STM0187,+,RegulonDB
rpoD,STM0191,STM0191,+,RegulonDB
rpoD,STM0192,STM0192,+,RegulonDB
rpoD,STM0193,STM0193,+,RegulonDB
rpoD,STM0194,STM0194,+,RegulonDB
rpoD,STM0205,STM0205,+,RegulonDB
rpoD,STM0206,STM0206,+,RegulonDB
rpoD,STM0207,STM0207,+,RegulonDB
rpoD,STM0213,STM0213,+,RegulonDB
rpoD,STM0216,STM0216,+,RegulonDB
rpoD,STM0217,STM0217,+,RegulonDB
rpoD,STM0218,STM0218,+,RegulonDB
rpoD,STM0219,STM0219,+,RegulonDB
rpoD,STM0232,STM0232,+,RegulonDB
rpoD,STM0242,STM0242,+,RegulonDB
rpoD,STM0245,STM0245,+,RegulonDB
rpoD,STM0246,STM0246,+,RegulonDB
rpoD,STM0247,STM0247,+,RegulonDB
rpoD,STM3516,STM3516,+,RegulonDB
rpoD,STM3517,STM3517,+,RegulonDB
rpoD,STM0313,STM0313,+,RegulonDB
rpoD,STM3653,STM3653,+,RegulonDB
rpoD,STM0316,STM0316,+,RegulonDB
rpoD,STM0317,STM0317,+,RegulonDB
rpoD,STM0318,STM0318,+,RegulonDB
rpoD,STM0320,STM0320,+,RegulonDB
rpoD,STM0469,STM0469,+,RegulonDB
rpoD,STM0367,STM0367,+,RegulonDB
rpoD,STM3333,STM3333,+,RegulonDB
rpoD,STM3334,STM3334,+,RegulonDB
rpoD,STM1105,STM1105,+,RegulonDB
rpoD,STM0372,STM0372,+,RegulonDB
rpoD,STM0383,STM0383,+,RegulonDB
rpoD,STM0384,STM0384,+,RegulonDB
rpoD,STM0388,STM0388,+,RegulonDB
rpoD,STM0389,STM0389,+,RegulonDB
rpoD,STM0390,STM0390,+,RegulonDB
rpoD,STM0394,STM0394,+,RegulonDB
rpoD,STM0395,STM0395,+,RegulonDB
rpoD,STM0396,STM0396,+,RegulonDB
rpoD,STM0397,STM0397,+,RegulonDB
rpoD,STM0398,STM0398,+,RegulonDB
rpoD,STM0413,STM0413,+,RegulonDB
rpoD,STM0415,STM0415,+,RegulonDB
rpoD,STM0416,STM0416,+,RegulonDB
rpoD,STM0417,STM0417,+,RegulonDB
rpoD,STM0418,STM0418,+,RegulonDB
rpoD,STM0419,STM0419,+,RegulonDB
rpoD,STM0420,STM0420,+,RegulonDB
rpoD,STM0421,STM0421,+,RegulonDB
rpoD,STM0422,STM0422,+,RegulonDB
rpoD,STM0423,STM0423,+,RegulonDB
rpoD,STM0424,STM0424,+,RegulonDB
rpoD,STM0439,STM0439,+,RegulonDB
rpoD,STM0440,STM0440,+,RegulonDB
rpoD,STM0441,STM0441,+,RegulonDB
rpoD,STM0442,STM0442,+,RegulonDB
rpoD,STM0443,STM0443,+,RegulonDB
rpoD,STM0444,STM0444,+,RegulonDB
rpoD,STM0445,STM0445,+,RegulonDB
rpoD,STM0446,STM0446,+,RegulonDB
rpoD,STM0448,STM0448,+,RegulonDB
rpoD,STM0449,STM0449,+,RegulonDB
rpoD,STM0450,STM0450,+,RegulonDB
rpoD,STM0451,STM0451,+,RegulonDB
rpoD,STM0452,STM0452,+,RegulonDB
rpoD,STM0459,STM0459,+,RegulonDB
rpoD,STM0473,STM0473,+,RegulonDB
rpoD,STM0474,STM0474,+,RegulonDB
rpoD,STM0475,STM0475,+,RegulonDB
rpoD,STM0476,STM0476,+,RegulonDB
rpoD,STM0477,STM0477,+,RegulonDB
rpoD,STM0483,STM0483,+,RegulonDB
rpoD,STM0489,STM0489,+,RegulonDB
rpoD,STM0498,STM0498,+,RegulonDB
rpoD,STM0517,STM0517,+,RegulonDB
rpoD,STM0518,STM0518,+,RegulonDB
rpoD,STM0519,STM0519,+,RegulonDB
rpoD,STM0522,STM0522,+,RegulonDB
rpoD,STM0523,STM0523,+,RegulonDB
rpoD,STM0524,STM0524,+,RegulonDB
rpoD,STM0525,STM0525,+,RegulonDB
rpoD,STM0526,STM0526,+,RegulonDB
rpoD,STM0527,STM0527,+,RegulonDB
rpoD,STM0528,STM0528,+,RegulonDB
rpoD,STM0533,STM0533,+,RegulonDB
rpoD,STM0534,STM0534,+,RegulonDB
rpoD,STM0350,STM0350,+,RegulonDB
rpoD,STM0568,STM0568,+,RegulonDB
rpoD,STM0578,STM0578,+,RegulonDB
rpoD,STM0585,STM0585,+,RegulonDB
