,start,stop,strand,gene_name,length,,gene_product,evidence,PMID_list,confidence,all_bnumber,regulonDB_geneID
b4445,2976304,2976385,-,omrB,81,,small regulatory RNA OmrB,[IMP|W|Inferred from mutant phenotype],"16359331,18953042,",Weak,b4445,ECK120002593
b2837,2976599,2977630,+,galR,1031,,DNA-binding transcriptional dual regulator GalR,"[IPI|W|Inferred from physical interaction],[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[IEP|W|Inferred from expression pattern]","12169637,15533432,15807530,17630975,6283521,6350601,7934815,8188660,9218807,9325090,",Strong,b2837,ECK120000357
b2838,2977637,2978899,-,lysA,1262,,diaminopimelate decarboxylase,,,,b2838,ECK120000542
b2839,2979021,2979956,+,lysR,935,,DNA-binding transcriptional dual regulator LysR,[IE|W|Inferred from experiment],"6350602,",Weak,b2839,ECK120000544
b2840,2979943,2980635,-,ygeA,692,,amino acid racemase YgeA,,,,b2840,ECK120001140
b2841,2980764,2982182,-,araE,1418,,arabinose:H symporter,,"2836407,",,b2841,ECK120000052
b2842,2982497,2983258,-,kduD,761,,putative 2-keto-3-deoxy-D-gluconate dehydrogenase,,,,b2842,ECK120002229
b2843,2983288,2984124,-,kduI,836,,5-dehydro-4-deoxy-D-glucuronate isomerase,,,,b2843,ECK120004026
b2844,2984411,2985592,-,yqeF,1181,,putative acyltransferase,"[IMP|W|Inferred from mutant phenotype],[AIFS|W|Automated inference of function from sequence],[HIFS|W|Human inference of function from sequence]","16397293,21832992,",Weak,b2844,ECK120004027
b2845,2985847,2987076,+,yqeG,1229,,putative transporter YqeG,,"31438868,",,b2845,ECK120004028
b2846,2987536,2988168,+,yqeH,632,,putative LuxR family transcriptional regulator YqeH,,,,b2846,ECK120004029
b2847,2988502,2989311,+,yqeI,809,,putative transcriptional regulator YqeI,[AIFS|W|Automated inference of function from sequence],"15556475,",Weak,b2847,ECK120004030
b2848,2989304,2989786,+,yqeJ,482,,protein YqeJ,,,,b2848,ECK120004031
b4683,2989819,2989899,-,yqeL,80,,uncharacterized protein YqeL,,,,b4683,ECK120048862
b2849,2989935,2990360,-,yqeK,425,,protein YqeK,,,,b2849,ECK120004032
b2850,2990554,2991043,+,ygeF,489,,protein YgeF,,,,b2850,ECK120004033
b2851,2991268,2991759,+,ygeG,491,,TPR repeat-containing putative chaperone YgeG,,,,b2851,ECK120004034
b2852,2992094,2993470,+,ygeH,1376,,putative transcriptional regulator YgeH,[AIFS|W|Automated inference of function from sequence],"15556475,25343852,",Weak,b2852,ECK120004035
b2853,2993638,2993856,+,ygeI,218,,protein YgeI,,,,b2853,ECK120004036
b2854,2993939,2994441,+,pbl,502,,transglycosylase domain-containing protein Pbl,,,,b2854,ECK120004037
b2855,2994460,2994903,-,ygeK,443,,putative DNA-binding transcriptional regulator YgeK,[HIFS|W|Human inference of function from sequence],"10734204,15556475,",Weak,b2855,ECK120004038
b2856,2994937,2995092,-,ygeL,155,,protein YgeL,,,,b2856,ECK120004039
b2858,2995314,2996020,-,ygeN,706,,putative type III secretion system protein YgeN,,,,"b2857,b2858",ECK120004041
b2859,2995962,2996360,-,ygeO,398,,putative uncharacterized protein YgeO,,,,b2859,ECK120004042
b2860,2996372,2997277,-,insD4,905,,IS2 insertion element protein InsB,,,,b2860,ECK120004043
,2996372,2997600,-,insCD4,1228,,IS2 element transposase InsAB',,,,,ECK120023920
b2861,2997235,2997600,-,insC4,365,,IS2 insertion element repressor InsA,,,,b2861,ECK120004044
b2862,2997689,2997988,-,ygeP,299,,protein YgeP,,,,b2862,ECK120004045
b2863,2998034,2998828,-,ygeQ,794,,putative lipoprotein YgeQ,,,,b2863,ECK120004046
b2864,2998984,2999057,-,glyU,73,,tRNA-Gly(CCC),,,,b2864,ECK120002479
b2865,2999136,2999891,-,ygeR,755,,LysM domain-containing putative peptidase lipoprotein YgeR,[AIFS|W|Automated inference of function from sequence],"15556475,",Weak,b2865,ECK120004047
b2866,3000345,3002603,+,xdhA,2258,,putative xanthine dehydrogenase molybdenum-binding subunit XdhA,,"10986234,11574054,",,b2866,ECK120004048
b2867,3002614,3003492,+,xdhB,878,,putative xanthine dehydrogenase FAD-binding subunit XdhB,,"10986234,11574054,",,b2867,ECK120004049
b2868,3003489,3003968,+,xdhC,479,,putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC,,"10986234,11574054,",,b2868,ECK120004050
b2869,3004008,3005786,-,ygeV,1778,,putative &sigma;-dependent transcriptional regulator YgeV,"[AIFS|W|Automated inference of function from sequence],[HIFS|W|Human inference of function from sequence]","10734204,15556475,",Weak,b2869,ECK120004051
b2870,3006262,3007452,+,ygeW,1190,,putative carbamoyltransferase YgeW,,,,b2870,ECK120004052
b2871,3007510,3008706,+,ygeX,1196,,"2,3-diaminopropionate ammonia-lyase",,"22904288,",,b2871,ECK120004053
b2872,3008764,3009975,+,ygeY,1211,,putative peptidase YgeY,,"24391520,",,b2872,ECK120004054
b2873,3010028,3011413,+,hyuA,1385,,phenylhydantoinase,,,,b2873,ECK120004055
b2874,3011461,3012393,+,yqeA,932,,putative amino acid kinase YqeA,,,,b2874,ECK120004056
b2875,3012614,3014239,-,yqeB,1625,,XdhC-CoxI family protein YqeB,,,,b2875,ECK120004057
b2876,3014287,3015057,-,yqeC,770,,uncharacterized protein YqeC,,,,b2876,ECK120004058
b2877,3015160,3015738,+,mocA,578,,molybdenum cofactor cytidylyltransferase,,,,b2877,ECK120004059
b2878,3016060,3019158,+,ygfK,3098,,"putative oxidoreductase, Fe-S subunit",,,,b2878,ECK120004060
b2879,3019161,3020489,+,ssnA,1328,,putative aminohydrolase SsnA,[HIFS|W|Human inference of function from sequence],"10986234,",Weak,b2879,ECK120004061
b2880,3020540,3021319,+,ygfM,779,,putative oxidoreductase,,,,b2880,ECK120004062
b2881,3021316,3024186,+,xdhD,2870,,fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit,,"10986234,22094925,",,b2881,ECK120004063
b2882,3024351,3025751,+,xanQ,1400,,xanthine:H symporter XanQ,,,,b2882,ECK120004064
b2883,3025766,3027085,+,guaD,1319,,guanine deaminase,,,,b2883,ECK120004065
b4464,3027121,3028488,+,ghxQ,1367,,guanine/hypoxanthine transporter GhxQ,,"14526028,17416652,31438868,",,"b2884,b2885,b4464",ECK120004066
b2886,3028524,3029012,-,ygfS,488,,putative electron transport protein YgfS,,,,b2886,ECK120004067
b2887,3029012,3030931,-,ygfT,1919,,putative oxidoreductase YgfT,,,,b2887,ECK120004068
b2888,3031367,3032815,+,uacT,1448,,urate:H symporter,,"10986234,31438868,",,b2888,ECK120004069
b4684,3032817,3032942,+,yqfG,125,,uncharacterized protein YqfG,,,,b4684,ECK120048868
b4753,3032939,3033010,-,yqfH,71,,protein YqfH,,,,b4753,ECK125276531
b2889,3033065,3033613,+,idi,548,,isopentenyl-diphosphate &Delta;-isomerase,,"9603997,",,b2889,ECK120004070
b2890,3033657,3035174,-,lysS,1517,,"lysine&mdash;tRNA ligase, constitutive",,"10369781,10623523,16672269,16855227,1709878,17384228,17889423,2001999,2188953,2554306,2560134,2668951,28516732,318645,328487,3312173,345082,3881393,4552089,4552090,6373723,779846,779847,786844,7896714,805427,807389,8152,8166708,",,b2890,ECK120000545
b2891,3035184,3036282,-,prfB,1098,,peptide chain release factor RF2,[APPH|S|Assay of protein purified  to homogeneity],"19092806,",Strong,b2891,ECK120000753
b2892,3036373,3038106,-,recJ,1733,,ssDNA-specific exonuclease RecJ,,"10224241,10368783,10420269,12718760,12840109,15687199,16135232,16452142,16702415,16816175,16904387,17526695,17932052,17965170,1832022,18407965,18445487,1911953,1917853,19451222,1987126,20304994,2086342,21938951,22496668,22957093,2536671,2556327,2656639,2664459,2670665,26967458,2823066,2841294,2841571,2842223,2848620,2984175,2993230,3065139,31683605,3298213,3329215,3526390,4587405,7517004,7961480,8132450,8344265,8407784,9618512,9791113,9862197,",,b2892,ECK120000821
b2893,3038112,3038822,-,dsbC,710,,protein disulfide isomerase DsbC,[IDA|S|Inferred from direct assay],"10234837,10391895,10930424,11042167,11208797,12498799,14729690,15122895,15220477,15388920,16087673,16233282,16280324,16321931,17372350,18325532,18782764,19581640,19906178,19968787,8168497,8645242,9003292,9099671,9254601,9454567,",Strong,b2893,ECK120001059
b2894,3038847,3039743,-,xerD,896,,site-specific recombinase,[IMP|W|Inferred from mutant phenotype],"1987126,8402918,",Weak,b2894,ECK120001060
b2895,3039855,3040376,+,fldB,521,,flavodoxin 2,,"4927832,",,b2895,ECK120002360
b2896,3040416,3040823,-,ygfX,407,,protein YgfX,[IDA|S|Inferred from direct assay],"22239607,",Strong,b2896,ECK120004071
b2897,3040804,3041070,-,sdhE,266,,FAD assembly factor,"[IGI|W|Inferred from genetic interaction],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction]","22239607,22474332,26644464,",Weak,b2897,ECK120004072
b2898,3041313,3042293,+,ygfZ,980,,folate-binding protein,[IGI|W|Inferred from genetic interaction],"16359333,22081392,",Weak,b2898,ECK120004073
b2899,3042489,3043148,-,yqfA,659,,hemolysin-III family protein YqfA,,,,b2899,ECK120004074
b2900,3043312,3043623,-,yqfB,311,,#NAME?,,,,b2900,ECK120004075
b2901,3043662,3045101,+,bglA,1439,,6-phospho-&beta;-glucosidase A,,"11420377,1999380,2254239,4870648,5335892,5335893,",,b2901,ECK120002697
b2902,3045158,3045901,-,ygfF,743,,putative oxidoreductase YgfF,,,,b2902,ECK120004076
b2903,3046168,3049041,-,gcvP,2873,,glycine decarboxylase,,,,b2903,ECK120001744
b2904,3049160,3049549,-,gcvH,389,,glycine cleavage system H protein,[IE|W|Inferred from experiment],"1655709,3108237,6358793,8444795,",Weak,b2904,ECK120000364
b2905,3049573,3050667,-,gcvT,1094,,aminomethyltransferase,,,,b2905,ECK120001406
b4754,3050958,3051041,+,yqfI,83,,protein YqfI,,,,b4754,ECK125276510
b2906,3051115,3052317,-,ubiI,1202,,2-octaprenylphenol 6-hydroxylase,,,,b2906,ECK120001304
b2907,3052340,3053518,-,ubiH,1178,,2-octaprenyl-6-methoxyphenol 4-hydroxylase,,"365223,",,b2907,ECK120001295
b2908,3053515,3054840,-,pepP,1325,,Xaa-Pro aminopeptidase,,,,b2908,ECK120000689
b2909,3054866,3055444,-,ygfB,578,,UPF0149 family protein YgfB,,"1339425,",,b2909,ECK120001294
b2910,3055612,3055941,+,zapA,329,,cell division protein ZapA,,"12900028,23708427,",,b2910,ECK120002417
b2911,3055983,3056165,+,ssrS,182,,6S RNA,[IDA|S|Inferred from direct assay],"10892648,1098044,29686109,4570237,4929322,6231216,",Strong,b2911,ECK120002541
b2912,3056241,3056789,+,fau,548,,putative 5-formyltetrahydrofolate cyclo-ligase,,"21538139,",,b2912,ECK120001141
b4446,3056851,3056991,+,sibC,140,,small regulatory RNA antitoxin SibC,[IMP|W|Inferred from mutant phenotype],"18710431,26020590,",Weak,b4446,ECK120002597
b4665,3056890,3056949,-,ibsC,59,,toxic peptide IbsC,[IMP|W|Inferred from mutant phenotype],"18710431,19090519,",Weak,b4665,ECK120035073
b2913,3057178,3058410,-,serA,1232,,phosphoglycerate dehydrogenase,,"19924905,22547037,23563322,26416585,28853268,3017965,",,b2913,ECK120000933
b2914,3058666,3059325,-,rpiA,659,,ribose-5-phosphate isomerase A,,"11101318,17112383,",,b2914,ECK120001407
b2915,3059381,3059611,-,yqfE,230,,putative protein YqfE,,,,b2915,ECK120004077
b2916,3059753,3060646,+,argP,893,,DNA-binding transcriptional dual regulator ArgP,,"2034653,8825783,9819053,",,b2916,ECK120000483
b2917,3060850,3062994,+,scpA,2144,,methylmalonyl-CoA mutase,,,,b2917,ECK120001408
b2918,3062987,3063982,+,argK,995,,methylmalonyl-CoA mutase-interacting GTPase YgfD,,,,b2918,ECK120001409
b2919,3063993,3064778,+,scpB,785,,methylmalonyl-CoA decarboxylase,,,,b2919,ECK120004078
b2920,3064802,3066280,+,scpC,1478,,propionyl-CoA:succinate CoA transferase,,,,b2920,ECK120004079
b2921,3066277,3067173,-,ygfI,896,,putative LysR-type DNA-binding transcriptional regulator YgfI,[HIFS|W|Human inference of function from sequence],"10734204,15556475,",Weak,b2921,ECK120004080
,3067187,3067344,+,och5,157,,small regulatory RNA Och5,[IMP|W|Inferred from mutant phenotype],"26469694,",Weak,,ECK125135301
b2922,3067340,3068080,-,yggE,740,,DUF541 domain-containing protein YggE,,"22210207,23097194,",,b2922,ECK120001220
b2923,3068173,3068808,-,argO,635,,L-arginine exporter,,"22904281,",,b2923,ECK120001142
b2924,3068947,3069807,-,mscS,860,,small conductance mechanosensitive channel MscS,,"11960017,12015316,12046893,12374733,12446894,12505982,12561825,12620208,15111402,15277576,15339798,15665126,15665866,15702067,15834558,16861270,17277184,18755978,31783284,",,b2924,ECK120001143
b2925,3070165,3071244,-,fbaA,1079,,fructose-bisphosphate aldolase class II,,"2546007,",,b2925,ECK120000276
b2926,3071459,3072622,-,pgk,1163,,phosphoglycerate kinase,,"2546007,",,b2926,ECK120000695
b2927,3072672,3073691,-,epd,1019,,D-erythrose-4-phosphate dehydrogenase,,"2546007,7751290,",,b2927,ECK120000361
b2928,3073976,3074689,-,yggC,713,,P-loop NTPase domain-containing protein YggC,,,,b2928,ECK120001144
b2929,3074686,3075195,-,fumE,509,,fumarase E,[AIFS|W|Automated inference of function from sequence],"15556475,",Weak,b2929,ECK120001145
b2930,3075217,3076182,-,yggF,965,,"fructose 1,6-bisphosphatase YggF",,,,b2930,ECK120001221
b4465,3076179,3077456,-,yggP,1277,,putative zinc-binding dehydrogenase YggP,,,,"b2931,b2932,b4465",ECK120004081
b2933,3077471,3078859,-,cmtA,1388,,mannitol-specific PTS enzyme IICB component CmtA,,,,b2933,ECK120001726
b2934,3078887,3079330,-,cmtB,443,,mannitol-specific PTS enzyme IIA component CmtB,,,,b2934,ECK120001725
b2935,3079644,3081635,-,tktA,1991,,transketolase 1,,"11101318,15299777,1537815,17825449,22821820,24984289,25765309,8241274,8958067,8958111,9147449,9546650,",,b2935,ECK120001391
b2936,3081913,3082671,+,loiP,758,,metalloprotease LoiP,,,,b2936,ECK120001264
b2937,3082877,3083797,-,speB,920,,agmatinase,,,,b2937,ECK120000949
b2938,3083935,3085911,-,speA,1976,,"arginine decarboxylase, biosynthetic",,,,b2938,ECK120000948
b2939,3085920,3086051,-,yqgB,131,,acid stress response protein YqgB,[IMP|W|Inferred from mutant phenotype],"19734312,",Weak,b2939,ECK120004082
b4784,3086145,3086288,-,yqgG,143,,protein YqgG,,,,b4784,ECK125286397
b2940,3086187,3086402,+,yqgC,215,,protein YqgC,,,,b2940,ECK120004083
b2941,3086399,3086650,-,yqgD,251,,DUF2684 domain-containing protein YqgD,,,,b2941,ECK120004084
b2942,3086706,3087860,+,metK,1154,,methionine adenosyltransferase,,,,b2942,ECK120000582
b2943,3088284,3089678,+,galP,1394,,galactose:H symporter,,,,b2943,ECK120002048
b2944,3089755,3090252,+,yggI,497,,protein YggI,,,,b2944,ECK120002025
b2945,3090347,3091054,+,endA,707,,DNA-specific endonuclease I,,"10080932,1092660,12951767,14255756,15767782,1631242,18438778,194597,195932,22992433,371681,4287760,4911845,4911846,4955462,4991605,7789817,7980923,800985,8113204,8479929,",,b2945,ECK120001307
b2946,3091134,3091865,+,rsmE,731,,16S rRNA mU1498 methyltransferase,,"18288206,20477873,22925577,",,b2946,ECK120002234
b2947,3091878,3092828,+,gshB,950,,glutathione synthetase,,,,b2947,ECK120000412
b2948,3092937,3093500,+,yqgE,563,,DUF179 domain-containing protein YqgE,,"27527105,",,b2948,ECK120004085
b2949,3093500,3093916,+,yqgF,416,,ribonuclease H-like domain containing nuclease,"[IDA|S|Inferred from direct assay],[IGI|W|Inferred from genetic interaction]","15353568,22353788,25545592,26817626,27527105,",Strong,b2949,ECK120004086
b2950,3094100,3095080,-,yggR,980,,Type II/IV secretion system family protein,,,,b2950,ECK120004087
b2951,3095098,3095802,+,yggS,704,,PLP homeostasis protein,,,,b2951,ECK120004088
b2952,3095820,3096386,+,yggT,566,,uncharacterized protein YggT,[IFC|S|Inferred by functional complementation],"19966467,31438868,",Strong,b2952,ECK120004089
b2953,3096383,3096673,+,yggU,290,,DUF167 domain-containing protein YggU,,,,b2953,ECK120004090
b2954,3096681,3097274,+,rdgB,593,,dITP/XTP pyrophosphatase,,,,b2954,ECK120004091
b2955,3097267,3098403,+,hemW,1136,,heme chaperone HemW,,,,b2955,ECK120004092
b2956,3098558,3099565,-,yggM,1007,,DUF1202 domain-containing protein YggM,,,,b2956,ECK120002363
b2957,3099682,3100728,-,ansB,1046,,L-asparaginase 2,,,,b2957,ECK120000042
b2958,3100904,3101623,-,yggN,719,,DUF2884 domain-containing protein YggN,[IMP|W|Inferred from mutant phenotype],"11274153,14731270,",Weak,b2958,ECK120002364
b2959,3101807,3102133,-,yggL,326,,putative ribosome assembly factor YggL,,"23228329,32813020,",,b2959,ECK120002296
b2960,3102133,3102852,-,trmB,719,,tRNA mG46 methyltransferase,,,,b2960,ECK120001713
b2961,3103013,3104065,+,mutY,1052,,adenine DNA glycosylase,,"10350454,10569924,10722679,11101292,11960995,12534293,28723094,30617079,8663135,8798653,8988002,9778350,",,b2961,ECK120000620
b2962,3104093,3104368,+,yggX,275,,putative Fe-trafficking protein,[IMP|W|Inferred from mutant phenotype],"14594836,",Weak,b2962,ECK120004093
b2963,3104433,3105512,+,mltC,1079,,membrane-bound lytic murein transglycosylase C,,"11139297,",,b2963,ECK120004094
b2964,3105714,3106970,+,nupG,1256,,nucleoside:H symporter NupG,,"31438868,",,b2964,ECK120000657
b2965,3107020,3109155,-,speC,2135,,constitutive ornithine decarboxylase,,,,b2965,ECK120000950
b4785,3109317,3109400,-,yqgH,83,,protein YqgH,,,,b4785,ECK125286408
b2966,3109553,3110260,+,yqgA,707,,DUF554 domain-containing protein YqgA,,,,b2966,ECK120004095
b2967,3110366,3110441,+,pheV,75,,tRNA-Phe(GAA),[TAS|W|Traceable author statement],"7033244,",Weak,b2967,ECK120002507
b2968,3110590,3111126,-,yghD,536,,putative type II secretion system M-type protein YghD,,,,b2968,ECK120004096
b2969,3111128,3111988,-,yghE,860,,putative type II secretion system L-type protein YghE,,,,b2969,ECK120004097
b4786,3111266,3111325,+,yqhJ,59,,protein YqhJ,,"30837344,",,b4786,ECK125286420
b2970,3112054,3113049,-,yghF,995,,putative type II secretion system C-type protein YghF,,"24391520,",,b2970,ECK120004098
b2971,3113067,3113477,-,yghG,410,,lipoprotein YghG,,,,b2971,ECK120004099
b2972,3113543,3114352,-,pppA,809,,prepilin peptidase,[IMP|W|Inferred from mutant phenotype],"24478067,24809621,9515702,",Weak,b2972,ECK120004100
b4466,3114550,3119112,-,yghJ,4562,,putative lipoprotein YghJ,,,,"b2973,b2974,b4466",ECK120004101
b2975,3119597,3121279,-,glcA,1682,,glycolate/lactate:H symporter GlcA,,,,b2975,ECK120004102
,3121358,3121579,+,C0719,221,,,,,,,ECK120002622
b2976,3121634,3123805,-,glcB,2171,,malate synthase G,,"15189138,16511237,17406304,19274445,20809933,21864568,22532128,23718231,24057411,26950748,",,b2976,ECK120002441
b2977,3123827,3124231,-,glcG,404,,putative heme-binding protein GlcG,,"26950748,",,b2977,ECK120004103
b4467,3124236,3125459,-,glcF,1223,,"glycolate dehydrogenase, putative iron-sulfur subunit",,"26950748,8606183,",,"b2978,b4467",ECK120002572
b4468,3125470,3126522,-,glcE,1052,,"glycolate dehydrogenase, putative FAD-binding subunit",,"26950748,8606183,",,"b2978,b4468",ECK120004104
b2979,3126522,3128021,-,glcD,1499,,"glycolate dehydrogenase, putative FAD-linked subunit",,"26272093,26950748,27252779,29392388,30987875,",,b2979,ECK120004105
b2980,3128272,3129036,+,glcC,764,,DNA-binding transcriptional dual regulator GlcC,,,,b2980,ECK120004106
b2981,3129043,3130215,-,yghO,1172,,putative DNA-binding transcriptional regulator YghO,"[IMP|W|Inferred from mutant phenotype],[AIFS|W|Automated inference of function from sequence]","10734204,14731270,15556475,",Weak,b2981,ECK120004107
b2982,3130214,3131194,+,insH9,980,,IS transposase and trans-activator,,,,b2982,ECK120004108
b2983,3131341,3132408,-,yghQ,1067,,putative transport protein YghQ,,,,b2983,ECK120004109
b2984,3132454,3133212,-,yghR,758,,putative ATP-binding protein YghR,,,,b2984,ECK120004110
b2985,3133244,3133957,-,yghS,713,,putative ATP-binding protein YghS,,,,b2985,ECK120004111
