locus_tag,start,stop,strand,gene_name,start_codon_pos
PA3407,3813958,3814575,-,hasAp,3814575
PA3408,3814661,3817336,-,hasR,3817336
PA3409,3817546,3818532,-,PA3409,3818532
PA3410,3818597,3819112,-,PA3410,3819112
PA3411,3819189,3819407,-,PA3411,3819407
PA3412,3819527,3819796,-,PA3412,3819796
PA3413,3820006,3820272,+,PA3413,3820006
PA3414,3820308,3820892,+,PA3414,3820308
PA3415,3821385,3822497,-,PA3415,3822497
PA3416,3822515,3823516,-,PA3416,3823516
PA3417,3823509,3824606,-,PA3417,3824606
PA3418,3824748,3825773,-,ldh,3825773
PA3419,3826019,3826831,+,PA3419,3826019
PA3420,3826838,3829321,-,PA3420,3829321
PA3421,3829471,3830841,-,PA3421,3830841
PA3422,3830898,3832655,-,PA3422,3832655
PA3423,3832940,3833683,+,PA3423,3832940
PA3424,3833774,3835180,+,PA3424,3833774
PA3425,3835215,3835559,+,PA3425,3835215
PA3426,3835579,3836349,-,PA3426,3836349
PA3427,3836466,3837377,-,PA3427,3837377
PA3428,3837493,3837786,-,PA3428,3837786
PA3429,3837885,3838781,-,PA3429,3838781
PA3430,3838778,3839557,-,PA3430,3839557
PA3431,3839686,3840372,-,PA3431,3840372
PA3432,3840359,3840748,-,PA3432,3840748
PA3433,3840844,3841737,+,PA3433,3840844
PA3434,3842274,3843290,-,PA3434,3843290
PA3435,3843653,3844105,-,PA3435,3844105
PA3436,3844385,3844942,+,PA3436,3844385
PA3437,3845053,3845757,+,folM,3845053
PA3438,3845775,3846335,+,folE1,3845775
PA3439,3846337,3846708,+,folX,3846337
PA3440,3846837,3847148,+,PA3440,3846837
PA3440a,3847200,3847538,+,PA3440a,3847200
PA3441,3847718,3847933,-,PA3441,3847933
PA3442,3847974,3848798,-,PA3442,3848798
PA3443,3848795,3849583,-,PA3443,3849583
PA3444,3849604,3850752,-,PA3444,3850752
PA3445,3850830,3851801,-,PA3445,3851801
PA3446,3851920,3852513,-,PA3446,3852513
PA3447,3852667,3853416,-,PA3447,3853416
PA3448,3853413,3854237,-,PA3448,3854237
PA3449,3854241,3855242,-,PA3449,3855242
PA3450,3855493,3856131,-,PA3450,3856131
PA3451,3856337,3856546,+,PA3451,3856337
PA3452,3856749,3858320,+,mqoA,3856749
PA3453,3858544,3859209,-,PA3453,3859209
PA3454,3859338,3860522,-,PA3454,3860522
PA3455,3860675,3862165,-,PA3455,3862165
PA3456,3862309,3864273,+,PA3456,3862309
PA3457,3864374,3865126,+,PA3457,3864374
PA3458,3865281,3865754,-,PA3458,3865754
PA3459,3865897,3867666,+,PA3459,3865897
PA3460,3867707,3869464,+,PA3460,3867707
PA3461,3869461,3870657,+,PA3461,3869461
PA3462,3870795,3873554,+,PA3462,3870795
PA3463,3873606,3873836,+,PA3463,3873606
PA3464,3874654,3875979,-,PA3464,3875979
PA3465,3876196,3877911,+,PA3465,3876196
PA3466,3878033,3879373,-,PA3466,3879373
PA3467,3879559,3880926,+,PA3467,3879559
PA3468,3881093,3882421,+,PA3468,3881093
PA3469,3882441,3882983,+,PA3469,3882441
PA3470,3882980,3883438,+,PA3470,3882980
PA3471,3883560,3885254,-,PA3471,3885254
PA3472,3885711,3886307,+,PA3472,3885711
PA3473,3886328,3887227,-,PA3473,3887227
PA3474,3887224,3888084,-,PA3474,3888084
PA3475,3888178,3888984,-,pheC,3888984
PA3476,3889139,3889744,-,rhlI,3889744
PA3477,3889925,3890650,-,rhlR,3890650
PA3478,3890775,3892055,-,rhlB,3892055
PA3479,3892121,3893008,-,rhlA,3893008
PA3480,3893432,3893998,-,PA3480,3893998
PA3481,3894099,3895193,-,PA3481,3895193
PA3482,3895324,3897357,+,metG,3895324
PA3483,3897391,3898191,+,PA3483,3897391
PA3484,3898278,3899504,+,PA3484,3898278
PA3485,3899501,3899938,+,PA3485,3899501
PA3486,3900233,3902659,+,PA3486,3900233
PA3487,3902663,3905962,+,pldA,3902663
PA3488,3906055,3907089,+,PA3488,3906055
PA3489,3907268,3907852,+,PA3489,3907268
PA3490,3907849,3908415,+,PA3490,3907849
PA3491,3908412,3910736,+,PA3491,3908412
PA3492,3910739,3911773,+,PA3492,3910739
PA3493,3911773,3912417,+,PA3493,3911773
PA3494,3912410,3913132,+,PA3494,3912410
PA3495,3913129,3913767,+,nth,3913129
PA3496,3913876,3914055,+,PA3496,3913876
PA3497,3914117,3915337,-,PA3497,3915337
PA3498,3915807,3916763,-,PA3498,3916763
PA3499,3916778,3917212,-,PA3499,3917212
PA3500,3917209,3918228,-,PA3500,3918228
PA3501,3918251,3918469,-,PA3501,3918469
PA3502,3918471,3918788,-,PA3502,3918788
PA3504,3919774,3921258,-,PA3504,3921258
PA3505,3921270,3922073,-,PA3505,3922073
PA3506,3922084,3923766,-,PA3506,3923766
PA3507,3923759,3924556,-,PA3507,3924556
PA3508,3924543,3925376,-,PA3508,3925376
PA3509,3925369,3926238,-,PA3509,3926238
PA3510,3926247,3926777,-,PA3510,3926777
PA3511,3926791,3927552,-,PA3511,3927552
PA3512,3927558,3928334,-,PA3512,3928334
PA3513,3928331,3929338,-,PA3513,3929338
PA3514,3929379,3930230,-,PA3514,3930230
PA3515,3930743,3931816,-,PA3515,3931816
PA3516,3931866,3933317,-,PA3516,3933317
PA3517,3933317,3934750,-,PA3517,3934750
PA3518,3934781,3935767,-,PA3518,3935767
PA3519,3935800,3936837,-,PA3519,3936837
PA3520,3937238,3937432,-,PA3520,3937432
PA3521,3938020,3939495,-,PA3521,3939495
PA3522,3939492,3942653,-,PA3522,3942653
PA3523,3942650,3943807,-,PA3523,3943807
PA3524,3944184,3944570,+,gloA1,3944184
PA3525,3944662,3945879,-,argG,3945879
PA3526,3945997,3946962,-,PA3526,3946962
PA3527,3947095,3948141,+,pyrC,3947095
PA3528,3948138,3948812,+,rnt,3948138
PA3529,3948991,3949593,-,PA3529,3949593
PA3530,3949853,3950074,+,PA3530,3949853
PA3531,3950284,3950760,+,bfrB,3950284
PA3532,3950827,3951978,-,PA3532,3951978
PA3533,3952061,3952387,-,PA3533,3952387
PA3534,3952500,3954608,-,PA3534,3954608
PA3535,3954907,3957894,+,PA3535,3954907
PA3536,3958288,3958755,-,PA3536,3958755
PA3537,3959033,3959950,+,argF,3959033
PA3538,3959955,3961037,+,PA3538,3959955
PA3539,3961144,3961923,+,PA3539,3961144
PA3540,3962825,3964135,+,algD,3962825
PA3541,3964275,3965759,+,alg8,3964275
PA3542,3965842,3967011,+,alg44,3965842
PA3543,3967025,3968452,+,algK,3967025
PA3544,3968449,3969921,+,algE,3968449
PA3545,3969942,3971573,+,algG,3969942
PA3546,3971586,3973010,+,algX,3971586
PA3547,3973014,3974117,+,algL,3973014
PA3548,3974359,3975921,+,algI,3974359
PA3549,3975936,3977111,+,algJ,3975936
PA3550,3977184,3977834,+,algF,3977184
PA3551,3978031,3979476,+,algA,3978031
PA3552,3979860,3981008,+,arnB,3979860
PA3553,3981005,3982024,+,arnC,3981005
PA3554,3982021,3984009,+,arnA,3982021
PA3555,3984006,3984893,+,arnD,3984006
PA3556,3984890,3986539,+,arnT,3984890
PA3557,3986536,3986883,+,arnE,3986536
PA3558,3986880,3987293,+,arnF,3986880
PA3559,3987290,3988684,+,PA3559,3987290
PA3560,3988838,3990595,-,fruA,3990595
PA3561,3990597,3991541,-,fruK,3991541
PA3562,3991541,3994411,-,fruI,3994411
PA3563,3994739,3995728,+,fruR,3994739
PA3564,3995841,3996518,+,PA3564,3995841
PA3565,3996806,3997726,-,PA3565,3997726
PA3566,3997822,3998115,+,PA3566,3997822
PA3567,3998137,3999150,+,PA3567,3998137
PA3568,3999208,4001094,-,PA3568,4001094
PA3569,4001196,4002092,-,mmsB,4002092
PA3570,4002108,4003601,-,mmsA,4003601
PA3571,4003733,4004656,+,mmsR,4003733
PA3572,4004783,4004959,+,PA3572,4004783
PA3573,4004967,4006145,-,PA3573,4006145
PA3574,4006510,4007148,+,nalD,4006510
PA3574a,4007127,4007324,-,PA3574a,4007324
PA3575,4007507,4008037,+,PA3575,4007507
PA3576,4008136,4008558,+,PA3576,4008136
PA3577,4008938,4009051,-,PA3577,4009051
PA3578,4009542,4010327,-,PA3578,4010327
PA3579,4010523,4012007,-,PA3579,4012007
PA3580,4012071,4012541,-,PA3580,4012541
PA3581,4012806,4013645,+,glpF,4012806
PA3582,4013685,4015202,+,glpK,4013685
PA3583,4015408,4016163,+,glpR,4015408
PA3584,4016441,4017979,+,glpD,4016441
PA3585,4018112,4018441,+,glpM,4018112
PA3586,4018458,4019444,-,PA3586,4019444
PA3587,4019743,4020663,+,metR,4019743
PA3588,4020669,4021919,-,PA3588,4021919
PA3589,4021972,4023177,-,PA3589,4023177
PA3590,4023200,4024732,-,PA3590,4024732
PA3591,4024729,4025526,-,PA3591,4025526
PA3592,4025586,4026773,-,PA3592,4026773
PA3593,4026812,4028539,-,PA3593,4028539
PA3594,4028653,4029540,+,PA3594,4028653
PA3595,4029759,4031168,+,PA3595,4029759
PA3596,4031165,4032238,-,PA3596,4032238
PA3597,4032328,4033650,-,PA3597,4033650
PA3598,4033850,4034665,-,PA3598,4034665
PA3599,4034793,4035578,+,PA3599,4034793
PA3600,4035606,4035758,-,PA3600,4035758
PA3601,4035758,4036021,-,PA3601,4036021
PA3602,4036265,4037875,+,PA3602,4036265
PA3603,4037945,4038316,-,dgkA,4038316
PA3604,4038388,4039041,-,erdR,4039041
PA3605,4039174,4040100,+,PA3605,4039174
PA3606,4040104,4040820,-,PA3606,4040820
PA3607,4041079,4042170,+,potA,4041079
PA3608,4042175,4043068,+,potB,4042175
PA3609,4043061,4043831,+,potC,4043061
PA3610,4043920,4044984,+,potD,4043920
PA3611,4045160,4045570,+,PA3611,4045160
PA3612,4045589,4045810,+,PA3612,4045589
PA3613,4045934,4048339,-,PA3613,4048339
PA3614,4048519,4049922,+,PA3614,4048519
PA3615,4050005,4051075,+,PA3615,4050005
PA3616,4051097,4051558,-,PA3616,4051558
PA3617,4051564,4052604,-,recA,4052604
PA3618,4052738,4053244,-,PA3618,4053244
PA3619,4053392,4054399,+,PA3619,4053392
PA3620,4054525,4057092,+,mutS,4054525
PA3621,4057159,4057482,+,fdxA,4057159
PA3621.1,4057543,4057658,-,rsmZ,4057658
PA3622,4057909,4058913,-,rpoS,4058913
PA3623,4059018,4059911,-,PA3623,4059911
PA3624,4059957,4060592,-,pcm,4060592
PA3625,4060625,4061374,-,surE,4061374
PA3626,4061362,4062429,-,PA3626,4062429
PA3627,4062426,4062899,-,ygbB,4062899
PA3628,4062970,4063821,-,PA3628,4063821
PA3629,4063875,4064987,-,adhC,4064987
PA3630,4065119,4066027,+,gfnR,4065119
PA3631,4066103,4067329,+,PA3631,4066103
PA3632,4067295,4067543,+,PA3632,4067295
PA3633,4067604,4068308,-,ygbP,4068308
PA3634,4068328,4068612,-,PA3634,4068612
PA3635,4068677,4069966,-,eno,4069966
PA3636,4070012,4070857,-,kdsA,4070857
PA3637,4070860,4072488,-,pyrG,4072488
PA3638,4072659,4073987,-,PA3638,4073987
PA3639,4074057,4075007,-,accA,4075007
PA3640,4075157,4078678,-,dnaE,4078678
PA3641,4078808,4080223,-,PA3641,4080223
PA3642,4080440,4081045,-,rnhB,4081045
PA3643,4081045,4082181,-,lpxB,4082181
PA3644,4082185,4082961,-,lpxA,4082961
PA3645,4082958,4083398,-,fabZ,4083398
PA3646,4083444,4084505,-,lpxD,4084505
PA3647,4084505,4085011,-,PA3647,4085011
PA3648,4085062,4087455,-,opr86,4087455
PA3649,4087526,4088878,-,PA3649,4088878
PA3650,4088904,4090094,-,dxr,4090094
PA3651,4090091,4090906,-,cdsA,4090906
PA3652,4090900,4091655,-,uppS,4091655
PA3653,4091671,4092228,-,frr,4092228
PA3654,4092231,4092968,-,pyrH,4092968
PA3655,4093167,4094036,-,tsf,4094036
PA3656,4094167,4094907,-,rpsB,4094907
PA3657,4095172,4095957,+,map,4095172
PA3658,4096124,4098826,+,glnD,4096124
PA3659,4098844,4100052,+,PA3659,4098844
PA3660,4100104,4101849,-,PA3660,4101849
PA3661,4102087,4102446,+,PA3661,4102087
PA3662,4102768,4103061,+,PA3662,4102768
PA3663,4103076,4103429,-,PA3663,4103429
PA3664,4103732,4104079,+,PA3664,4103732
PA3665,4104092,4104715,+,PA3665,4104092
PA3666,4104745,4105779,+,dapD,4104745
PA3667,4105874,4107079,+,PA3667,4105874
PA3668,4107076,4107498,+,PA3668,4107076
PA3669,4107505,4108485,-,PA3669,4108485
PA3670,4108489,4110336,-,PA3670,4110336
PA3671,4110347,4111081,-,PA3671,4111081
PA3672,4111078,4112001,-,PA3672,4112001
PA3673,4112285,4114789,+,plsB,4112285
PA3674,4114933,4115331,+,PA3674,4114933
PA3675,4115468,4116148,+,PA3675,4115468
PA3676,4116188,4119265,-,PA3676,4119265
PA3677,4119270,4120373,-,PA3677,4120373
PA3678,4120469,4121107,+,PA3678,4120469
PA3679,4121114,4122391,-,PA3679,4122391
PA3680,4122420,4123205,-,PA3680,4123205
PA3681,4123261,4123956,-,PA3681,4123956
PA3682,4123961,4124785,-,PA3682,4124785
PA3683,4124858,4125724,-,PA3683,4125724
PA3684,4125743,4126090,-,PA3684,4126090
PA3685,4126164,4126844,-,PA3685,4126844
PA3686,4126948,4127595,-,adk,4127595
PA3687,4127756,4130392,-,ppc,4130392
PA3688,4130599,4130943,+,PA3688,4130599
PA3689,4130952,4131422,-,PA3689,4131422
PA3690,4131536,4133758,+,PA3690,4131536
PA3691,4134138,4134542,+,PA3691,4134138
PA3692,4134591,4135376,+,lptF,4134591
PA3693,4135452,4135973,-,PA3693,4135973
PA3694,4135970,4136293,-,PA3694,4136293
PA3695,4136290,4137195,-,PA3695,4137195
PA3696,4137192,4137938,-,PA3696,4137938
PA3697,4138007,4139302,-,PA3697,4139302
PA3698,4139311,4139862,-,PA3698,4139862
PA3699,4139959,4140672,-,PA3699,4140672
PA3700,4140884,4142389,-,lysS,4142389
PA3701,4142570,4143665,-,prfB,4143665
PA3702,4143788,4144831,-,wspR,4144831
PA3703,4144939,4145946,-,wspF,4145946
PA3704,4145943,4148252,-,wspE,4148252
PA3705,4148249,4148938,-,wspD,4148938
PA3706,4148931,4150199,-,wspC,4150199
PA3707,4150196,4150711,-,PA3707,4150711
PA3708,4150716,4152344,-,wspA,4152344
PA3709,4152611,4154230,-,PA3709,4154230
PA3710,4154339,4156012,-,PA3710,4156012
PA3711,4156184,4157089,+,PA3711,4156184
PA3712,4157126,4157821,-,PA3712,4157821
PA3713,4158143,4160005,+,spdH,4158143
PA3714,4160329,4160970,+,PA3714,4160329
PA3715,4161091,4161894,+,PA3715,4161091
PA3716,4161973,4163679,-,PA3716,4163679
PA3717,4163890,4164231,+,PA3717,4163890
PA3718,4164330,4165571,-,PA3718,4165571
PA3719,4165719,4165880,-,armR,4165880
PA3720,4165888,4166313,-,PA3720,4166313
PA3721,4166518,4167159,+,nalC,4166518
PA3722,4167172,4167522,-,PA3722,4167522
PA3723,4167711,4168817,-,PA3723,4168817
PA3724,4168987,4170483,-,lasB,4170483
PA3725,4170770,4172485,-,recJ,4172485
PA3726,4172529,4173068,-,PA3726,4173068
PA3727,4173175,4173867,-,PA3727,4173867
PA3728,4173886,4179126,-,PA3728,4179126
PA3729,4179276,4181342,-,PA3729,4181342
PA3730,4181378,4182019,-,PA3730,4182019
PA3731,4182075,4182770,-,PA3731,4182770
PA3732,4182785,4183405,-,PA3732,4183405
PA3733,4183710,4184939,+,PA3733,4183710
PA3733a,4185125,4185481,-,PA3733a,4185481
PA3734,4185522,4186727,+,PA3734,4185522
PA3735,4186781,4188190,-,thrC,4188190
PA3736,4188243,4189547,-,hom,4189547
PA3737,4189761,4190489,-,dsbC,4190489
PA3738,4190616,4191512,-,xerD,4191512
PA3739,4191727,4193562,+,PA3739,4191727
PA3740,4193675,4194361,+,PA3740,4193675
PA3741,4194431,4194856,-,PA3741,4194856
PA3742,4195008,4195358,-,rplS,4195358
PA3743,4195400,4196158,-,trmD,4196158
PA3744,4196165,4196692,-,rimM,4196692
PA3745,4196708,4196959,-,rpsP,4196959
PA3746,4197169,4198542,-,ffh,4198542
PA3747,4198843,4199643,+,PA3747,4198843
PA3748,4199656,4200948,+,PA3748,4199656
PA3749,4201252,4202565,+,PA3749,4201252
PA3750,4202573,4203322,-,PA3750,4203322
PA3751,4203324,4204505,-,purT,4204505
PA3752,4204543,4204737,-,PA3752,4204737
PA3753,4204734,4205258,-,PA3753,4205258
PA3754,4205296,4205907,-,PA3754,4205907
PA3755,4206048,4206602,+,PA3755,4206048
PA3756,4206665,4207165,+,PA3756,4206665
PA3757,4207408,4208151,+,PA3757,4207408
PA3758,4208168,4209259,+,PA3758,4208168
PA3759,4209256,4210278,+,PA3759,4209256
PA3760,4210295,4212823,+,PA3760,4210295
PA3761,4212848,4214560,+,PA3761,4212848
PA3762,4214762,4215079,-,PA3762,4215079
PA3763,4215544,4219440,-,purL,4219440
PA3764,4219841,4221199,+,PA3764,4219841
PA3765,4221213,4221797,-,PA3765,4221797
PA3766,4221923,4223179,-,PA3766,4223179
PA3767,4223568,4224116,-,PA3767,4224116
PA3768,4224107,4225498,-,PA3768,4225498
PA3769,4225660,4227237,-,guaA,4227237
PA3770,4227317,4228786,-,guaB,4228786
PA3771,4229050,4230027,+,PA3771,4229050
PA3772,4230162,4231058,+,PA3772,4230162
PA3773,4231071,4232228,+,PA3773,4231071
PA3774,4232258,4233400,+,PA3774,4232258
PA3775,4233385,4234167,-,PA3775,4234167
PA3776,4234275,4235183,+,PA3776,4234275
PA3777,4235220,4236599,+,xseA,4235220
PA3778,4236606,4237541,+,PA3778,4236606
PA3779,4237693,4238733,+,PA3779,4237693
PA3780,4238808,4239302,+,PA3780,4238808
PA3781,4239299,4240579,+,PA3781,4239299
PA3782,4241342,4242295,-,PA3782,4242295
PA3783,4242416,4243045,+,PA3783,4242416
PA3784,4243080,4243652,-,PA3784,4243652
PA3785,4243709,4244185,-,PA3785,4244185
PA3786,4244315,4244704,-,PA3786,4244704
PA3787,4244876,4245724,+,PA3787,4244876
PA3788,4245810,4246205,+,PA3788,4245810
PA3789,4246223,4247638,-,PA3789,4247638
PA3790,4247703,4249874,-,oprC,4249874
PA3791,4249995,4250456,-,PA3791,4250456
PA3792,4250828,4252606,+,leuA,4250828
PA3793,4252677,4253009,-,PA3793,4253009
PA3794,4253063,4253518,-,PA3794,4253518
PA3795,4253699,4254649,+,PA3795,4253699
PA3796,4254737,4255324,-,PA3796,4255324
PA3797,4255458,4256252,-,PA3797,4256252
PA3798,4256240,4257388,-,PA3798,4257388
PA3799,4257696,4259177,-,PA3799,4259177
PA3800,4259255,4260397,-,PA3800,4260397
PA3801,4260399,4261043,-,PA3801,4261043
PA3802,4261070,4262359,-,hisS,4262359
PA3803,4262378,4263493,-,gcpE,4263493
PA3804,4263490,4264533,-,PA3804,4264533
PA3805,4264530,4265288,-,pilF,4265288
PA3806,4265306,4266445,-,PA3806,4266445
PA3807,4266470,4266901,-,ndk,4266901
PA3808,4267145,4267345,-,PA3808,4267345
PA3809,4267372,4267710,-,fdx2,4267710
PA3810,4267717,4269576,-,hscA,4269576
PA3811,4269619,4270140,-,hscB,4270140
PA3812,4270148,4270471,-,iscA,4270471
PA3813,4270499,4270885,-,iscU,4270885
PA3814,4270921,4272135,-,iscS,4272135
PA3815,4272165,4272656,-,iscR,4272656
PA3816,4272801,4273577,-,cysE,4273577
PA3817,4273577,4274350,-,PA3817,4274350
PA3818,4274502,4275317,+,PA3818,4274502
PA3819,4275422,4275970,-,PA3819,4275970
PA3820,4276154,4277074,-,secF,4277074
PA3821,4277085,4278947,-,secD,4278947
PA3822,4279007,4279345,-,PA3822,4279345
PA3823,4279389,4280507,-,tgt,4280507
PA3824,4280520,4281563,-,queA,4281563
PA3824.1,4281665,4281751,+,PA3824.1,4281665
PA3825,4282078,4283658,-,PA3825,4283658
PA3826,4283788,4284285,+,PA3826,4283788
PA3827,4284417,4285484,-,PA3827,4285484
PA3828,4285477,4286595,-,PA3828,4286595
PA3829,4286787,4287710,-,PA3829,4287710
PA3830,4287794,4288606,-,PA3830,4288606
PA3831,4288943,4290430,+,pepA,4288943
PA3832,4290427,4290855,+,holC,4290427
PA3833,4290867,4291235,+,PA3833,4290867
PA3834,4291356,4294208,+,valS,4291356
PA3835,4294255,4294605,-,PA3835,4294605
PA3836,4297250,4298227,+,PA3836,4297250
PA3837,4298311,4299201,+,PA3837,4298311
PA3838,4299204,4299998,+,PA3838,4299204
PA3839,4300117,4301949,+,PA3839,4300117
PA3840,4302041,4303051,+,PA3840,4302041
PA3841,4303141,4304502,-,exoS,4304502
PA3842,4304690,4305040,+,PA3842,4304690
PA3844,4305645,4306256,-,PA3844,4306256
PA3845,4306380,4307276,+,PA3845,4306380
PA3846,4307266,4307808,-,PA3846,4307808
PA3847,4307912,4308382,+,PA3847,4307912
PA3848,4308456,4309811,+,PA3848,4308456
PA3849,4309904,4310908,+,PA3849,4309904
PA3850,4310951,4311862,-,PA3850,4311862
PA3851,4311951,4312703,-,PA3851,4312703
PA3852,4312707,4313642,-,PA3852,4313642
PA3853,4313763,4314452,-,PA3853,4314452
PA3854,4314481,4314795,-,PA3854,4314795
PA3855,4314788,4315489,-,PA3855,4315489
PA3856,4315556,4316038,-,PA3856,4316038
PA3857,4316109,4316825,-,pcs,4316825
PA3858,4316937,4317962,-,PA3858,4317962
PA3859,4318259,4318906,+,PA3859,4318259
PA3860,4318922,4320820,-,PA3860,4320820
PA3861,4321434,4322627,+,rhl,4321434
PA3862,4322788,4323735,+,dauB,4322788
PA3863,4323758,4324885,+,dauA,4323758
PA3864,4324948,4325580,+,dauR,4324948
PA3865,4325604,4326395,-,PA3865,4326395
PA3865a,4327395,4327559,+,PA3865a,4327395
PA3866,4327697,4329991,-,PA3866,4329991
PA3867,4330321,4330896,+,PA3867,4330321
PA3868,4331452,4332462,+,PA3868,4331452
PA3869,4332653,4333036,+,PA3869,4332653
PA3870,4333357,4334346,-,moaA1,4334346
PA3871,4334403,4335221,-,PA3871,4335221
PA3872,4335276,4335959,-,narI,4335959
PA3873,4335962,4336702,-,narJ,4336702
PA3874,4336708,4338249,-,narH,4338249
PA3875,4338261,4342046,-,narG,4342046
PA3876,4342122,4343528,-,narK2,4343528
PA3877,4343540,4344835,-,narK1,4344835
PA3878,4345010,4346878,+,narX,4345010
PA3879,4346875,4347534,+,narL,4346875
PA3880,4347619,4348014,+,PA3880,4347619
PA3881,4348186,4348650,+,PA3881,4348186
PA3882,4348666,4349415,+,PA3882,4348666
PA3883,4349502,4350332,+,PA3883,4349502
PA3884,4350353,4350739,+,PA3884,4350353
PA3885,4350834,4351490,+,tpbA,4350834
PA3886,4351595,4352494,+,PA3886,4351595
PA3886a,4352524,4352769,+,PA3886a,4352524
PA3887,4352828,4354102,-,nhaP,4354102
PA3888,4354544,4355266,+,PA3888,4354544
PA3889,4355266,4356201,+,PA3889,4355266
PA3890,4356201,4356863,+,PA3890,4356201
PA3891,4356876,4358039,+,PA3891,4356876
PA3892,4358167,4359075,-,PA3892,4359075
PA3893,4359302,4361497,-,PA3893,4361497
PA3894,4361494,4362984,-,PA3894,4362984
PA3895,4363230,4364183,+,PA3895,4363230
PA3896,4364278,4365255,+,PA3896,4364278
PA3897,4365273,4366175,-,PA3897,4366175
PA3898,4366301,4367182,+,PA3898,4366301
PA3899,4367283,4367792,+,PA3899,4367283
PA3900,4367789,4368742,+,PA3900,4367789
PA3901,4368837,4371191,+,fecA,4368837
PA3902,4371287,4371748,-,PA3902,4371748
PA3903,4371969,4373552,+,prfC,4371969
PA3904,4373938,4374333,+,PA3904,4373938
PA3905,4374330,4374857,+,PA3905,4374330
PA3906,4374850,4375233,+,PA3906,4374850
PA3907,4375230,4376015,+,PA3907,4375230
PA3908,4376012,4376731,+,PA3908,4376012
PA3909,4377311,4379650,-,eddB,4379650
PA3910,4379687,4381249,-,eddA,4381249
PA3911,4381501,4382016,-,PA3911,4382016
PA3912,4382010,4382900,-,PA3912,4382900
PA3913,4382912,4383907,-,PA3913,4383907
PA3914,4384022,4385245,-,moeA1,4385245
PA3915,4385242,4385799,-,moaB1,4385799
PA3916,4385900,4386352,-,moaE,4386352
PA3917,4386357,4386608,-,moaD,4386608
PA3918,4386605,4387087,-,moaC,4387087
PA3919,4387336,4388727,-,PA3919,4388727
PA3920,4389231,4391609,+,PA3920,4389231
PA3921,4391641,4394361,-,PA3921,4394361
PA3922,4394694,4396061,-,PA3922,4396061
PA3923,4396122,4398047,-,PA3923,4398047
PA3924,4398259,4399941,-,PA3924,4399941
PA3925,4400123,4401298,+,PA3925,4400123
PA3926,4401355,4402536,-,PA3926,4402536
PA3927,4402638,4403426,+,PA3927,4402638
PA3928,4403707,4403877,-,PA3928,4403877
PA3929,4403891,4404898,-,cioB,4404898
PA3930,4404902,4406368,-,cioA,4406368
PA3931,4406806,4407585,+,PA3931,4406806
PA3932,4407760,4408734,+,PA3932,4407760
PA3933,4408924,4410885,+,PA3933,4408924
PA3934,4410993,4413029,-,PA3934,4413029
PA3935,4413192,4414025,-,tauD,4414025
PA3936,4414132,4414950,-,PA3936,4414950
PA3937,4414940,4415731,-,PA3937,4415731
PA3938,4415796,4416809,-,PA3938,4416809
PA3939,4417014,4417934,-,PA3939,4417934
PA3940,4418303,4418584,+,PA3940,4418303
PA3941,4418708,4419304,-,PA3941,4419304
PA3942,4419301,4420170,-,tesB,4420170
PA3943,4420204,4421799,-,PA3943,4421799
PA3944,4421802,4422380,-,PA3944,4422380
PA3945,4422407,4422997,-,PA3945,4422997
PA3946,4423212,4426850,-,rocS1,4426850
PA3947,4426952,4428130,-,rocR,4428130
PA3948,4428412,4429041,+,rocA1,4428412
PA3949,4429401,4430576,+,PA3949,4429401
PA3950,4430599,4431948,-,PA3950,4431948
PA3951,4432026,4432529,-,PA3951,4432529
PA3952,4432595,4433311,-,PA3952,4433311
PA3953,4433411,4433992,+,PA3953,4433411
PA3954,4434150,4435244,+,PA3954,4434150
PA3955,4435328,4435984,+,PA3955,4435328
PA3956,4436051,4436485,+,PA3956,4436051
PA3957,4436492,4437328,-,PA3957,4437328
PA3958,4437390,4438529,+,PA3958,4437390
PA3959,4438619,4439353,+,PA3959,4438619
